ID,NAME,DEVELOPER,LAT,LONG,SOURCE_ID,SOURCE_NAME,SOURCE_GEOLOC,RECORD_DATE,points,REGION,PROVINCE,ÇITY,BRGY,PSGC
289,NCCC Main Uyanguren,New City Commercial Corp.,7.06574,125.61081,NT_NxJprE090Uv0LMgf215pnD,Here WeGo,Here WeGo,2020-02-17,POINT (125.61081 7.06574),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Gov. Paciano Bangoy,PH112402181
290,NCCC Mall Davao,New City Commercial Corp.,7.09308,125.61807,NT_G4gfMIHv.QNnGnIhEIdC5A,Here WeGo,Here WeGo,2020-02-17,POINT (125.61807 7.09308),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Barangay 35-D (Pob.),PH112402168
291,NCCC Main Uyanguren,New City Commercial Corp.,7.06574,125.61081,NT_NxJprE090Uv0LMgf215pnD,Here WeGo,Here WeGo,2020-02-17,POINT (125.61081 7.06574),REGION XI (DAVAO REGION),DAVAO DEL NORTE,CITY OF TAGUM (Capital),Magugpo Poblacion,PH112319016
292,NCCC Mall Tagum,New City Commercial Corp.,7.44948,125.8058,NT_CfhrNPpYYKZ473hub1PMLC,Here WeGo,Here WeGo,2020-02-17,POINT (125.8058 7.44948),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Tigatto,PH112402125
293,Robinsons Cybergate Davao,Robinsons Land,7.10887,125.60012,NT_2wa2hS7-kGUavVoebvluWC,Here WeGo,Here WeGo,2020-02-17,POINT (125.60012 7.10887),REGION XI (DAVAO REGION),DAVAO DEL NORTE,CITY OF TAGUM (Capital),Magugpo Poblacion,PH112319016
294,Robinsons Place Tagum,Robinsons Land,7.44948,125.8058,NT_CfhrNPpYYKZ473hub1PMLC,Here WeGo,Here WeGo,2020-02-17,POINT (125.8058 7.44948),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Gov. Paciano Bangoy,PH112402181
295,SM City Davao,SM Prime Holdings,7.09308,125.61807,NT_G4gfMIHv.QNnGnIhEIdC5A,Here WeGo,Here WeGo,2020-02-17,POINT (125.61807 7.09308),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Sasa,PH112402101
296,SM Lanang Premier,SM Prime Holdings,7.11759,125.65352,NT_DSc4wAdN6xQE78XX15BnyB,Here WeGo,Here WeGo,2020-02-17,POINT (125.65352 7.11759),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Ma-a,PH112402061
297,S&R Davao,S&R Membership Shopping,7.06386,125.59231,NT_F44PGGrk.NYq.vx8.Uhn5B,Here WeGo,Here WeGo,2020-02-17,POINT (125.59231 7.06386),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Barangay 20-B (Pob.),PH112402153
298,Victoria Plaza Mall,Davao Sunrise Investment & Development Corp.,7.08753,125.61185,NT_NlBCNwQA.HcrzV23QlvbcC,Here WeGo,Here WeGo,2020-02-17,POINT (125.61185 7.08753),REGION VII (CENTRAL VISAYAS),CEBU,SOGOD,Poblacion,PH072247016
299,Gaisano Capital Sogod,Gaisano,10.75042,124.00413,NT_4dG127L7A-WYkoK3kZMvPD,Here WeGo,Here WeGo,2020-02-17,POINT (124.00413 10.75042),REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 99 (Diit),PH083747133
300,Gaisano Capital Tacloban,Gaisano,11.26939,124.96448,NT_EBRMCgXCHgZP1J8dmlGsRC,Here WeGo,Here WeGo,2020-02-17,POINT (124.96448 11.26939),REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 99 (Diit),PH083747133
301,Gaisano Central Mall Tacloban,Gaisano,11.26939,124.96448,NT_EBRMCgXCHgZP1J8dmlGsRC,Here WeGo,Here WeGo,2020-02-17,POINT (124.96448 11.26939),REGION VI (WESTERN VISAYAS),ILOILO,CITY OF PASSI,Tuburan,PH063035052
302,Gaisano Metro Maasin,Gaisano,11.1529,122.62837,NT_q0-rtoXlBRhdSwxxvLGeZC,Here WeGo,Here WeGo,2020-02-17,POINT (122.62837 11.1529),REGION VIII (EASTERN VISAYAS),LEYTE,ORMOC CITY,San Pablo (Simangan),PH083738088
303,Gaisano Riverside Mall,Gaisano,11.04958,124.60507,NT_9x-n.GdJmb3tgoqCP63XJD,Here WeGo,Here WeGo,2020-02-17,POINT (124.60507 11.04958),REGION VIII (EASTERN VISAYAS),LEYTE,ORMOC CITY,San Pablo (Simangan),PH083738088
304,Robinsons Place Ormoc,Robinsons Land,11.04958,124.60507,NT_9x-n.GdJmb3tgoqCP63XJD,Here WeGo,Here WeGo,2020-02-17,POINT (124.60507 11.04958),REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 99 (Diit),PH083747133
305,Robinsons Place Tacloban,Robinsons Land,11.26939,124.96448,NT_EBRMCgXCHgZP1J8dmlGsRC,Here WeGo,Here WeGo,2020-02-17,POINT (124.96448 11.26939),REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 99 (Diit),PH083747133
306,Robinsons North Tacloban,Robinsons Land,11.26939,124.96448,NT_EBRMCgXCHgZP1J8dmlGsRC,Here WeGo,Here WeGo,2020-02-17,POINT (124.96448 11.26939),REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 99 (Diit),PH083747133
307,SM Savemore Tacloban,SMPH,11.26939,124.96448,NT_EBRMCgXCHgZP1J8dmlGsRC,Here WeGo,Here WeGo,2020-02-17,POINT (124.96448 11.26939),REGION VIII (EASTERN VISAYAS),LEYTE,ORMOC CITY,San Pablo (Simangan),PH083738088
308,SM Center Ormoc,SM Prime Holdings,11.04958,124.60507,NT_9x-n.GdJmb3tgoqCP63XJD,Here WeGo,Here WeGo,2020-02-17,POINT (124.60507 11.04958),REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,CITY OF BORONGAN (Capital),Songco,PH082604055
309,Wilsam Uptown Mall Borongan,Wilsam Inc.,11.61368,125.434,NT_IYfu2uVoNXgNRTmKdtHIwD,Here WeGo,Here WeGo,2020-02-17,POINT (125.434 11.61368),REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,CITY OF BORONGAN (Capital),Sabang South,PH082604045
310,J & F Mall Borongan,J & F,11.62585,125.44139,NT_.wAnyQQvDE4Xgh4hA8J-5B,Here WeGo,Here WeGo,2020-02-17,POINT (125.44139 11.62585),REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 99 (Diit),PH083747133
311,578 Emporium Tacloban,578 Emporium,11.26939,124.96448,NT_EBRMCgXCHgZP1J8dmlGsRC,Here WeGo,Here WeGo,2020-02-17,POINT (124.96448 11.26939),REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 99 (Diit),PH083747133
312,Dynasty Square Tacloban,Dynasty Square,11.26939,124.96448,NT_EBRMCgXCHgZP1J8dmlGsRC,Here WeGo,Here WeGo,2020-02-17,POINT (124.96448 11.26939),REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,CATARMAN (Capital),Aguinaldo,PH084805001
313,Gaisano Grand Catarman,Gaisano,12.43423,124.6376,NT_zI92KpR-SqByuaD8fdLNlC,Here WeGo,Here WeGo,2020-02-17,POINT (124.6376 12.43423),REGION II (CAGAYAN VALLEY),CAGAYAN,TUAO,Malalinta,PH021528033
314,Gaisano Grand Calbayog,Gaisano,17.6536,121.48523,NT_p0Zv9dyGjPM.9TaJroJeEC,Here WeGo,Here WeGo,2020-02-17,POINT (121.48523 17.6536),REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,CITY OF BORONGAN (Capital),Songco,PH082604055
315,578 Emporium Borongan,578 Emporium,11.61368,125.434,NT_IYfu2uVoNXgNRTmKdtHIwD,Here WeGo,Here WeGo,2020-02-17,POINT (125.434 11.61368),REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 99 (Diit),PH083747133
316,Gaisano Capital Real,Gaisano,11.26939,124.96448,NT_EBRMCgXCHgZP1J8dmlGsRC,Here WeGo,Here WeGo,2020-02-17,POINT (124.96448 11.26939),REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 77,PH083747108
317,Primark Town Center Caibaan,LKY Group,11.20719,125.00728,NT_T.4msYSFeExhphflfZ-zSB,Here WeGo,Here WeGo,2020-02-17,POINT (125.00728 11.20719),REGION IV-B (MIMAROPA),ORIENTAL MINDORO,VICTORIA,Urdaneta,PH175215034
318,CB Mall,CBE Estrada Group of Companies,13.19845,121.29631,NT_mb6uuH1rthDkCp3Jy3pt.A,Here WeGo,Here WeGo,2020-02-17,POINT (121.29631 13.19845),REGION II (CAGAYAN VALLEY),CAGAYAN,SANTA TERESITA,Luga,PH021525005
319,CSI The City Mall Dagupan,"City Supermarket, Inc.",18.2232,121.87071,NT_fcFAEvfBuGMLzvlVcOurPB,Here WeGo,Here WeGo,2020-02-17,POINT (121.87071 18.2232),REGION I (ILOCOS REGION),PANGASINAN,DAGUPAN CITY,Pantal,PH015518022
320,CSI Market Square Mall,"City Supermarket, Inc.",16.04603,120.34427,NT_PgPst0PpQnbczOZ60gYxLC,Here WeGo,Here WeGo,2020-02-17,POINT (120.34427 16.04603),REGION I (ILOCOS REGION),LA UNION,CITY OF SAN FERNANDO (Capital),Barangay II (Pob.),PH013314007
321,CSI The City Mall La Union,"City Supermarket, Inc.",16.61597,120.31667,NT_Q9vp2mYatRkL1wd6BNGE0B,Here WeGo,Here WeGo,2020-02-17,POINT (120.31667 16.61597),REGION I (ILOCOS REGION),ILOCOS SUR,BANTAY,Barangay 5 (Pob.),PH012903034
322,JTC Mall,,17.58203,120.38762,NT_L8CTQSXkmnlqbtagL1ea7C,Here WeGo,Here WeGo,2020-02-17,POINT (120.38762 17.58203),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,SAN CARLOS CITY,Barangay VI (Pob.),PH184524015
323,Magic Mall San Carlos,,10.47673,123.42271,NT_OfG4pLv1H1JKiaIUWtjq9A,Here WeGo,Here WeGo,2020-02-17,POINT (123.42271 10.47673),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Urdaneta,PH137602030
324,Magic Mall Urdaneta,,14.55555,121.03012,NT_hoy83LJ.WenGHJLgEB1eSB,Here WeGo,Here WeGo,2020-02-17,POINT (121.03012 14.55555),REGION I (ILOCOS REGION),PANGASINAN,DAGUPAN CITY,Pantal,PH015518022
325,Magic CenterPoint Dagupan,,16.04603,120.34427,NT_PgPst0PpQnbczOZ60gYxLC,Here WeGo,Here WeGo,2020-02-17,POINT (120.34427 16.04603),REGION IV-A (CALABARZON),BATANGAS,MALVAR,Luta Del Sur,PH041017006
326,Manna Mall,,14.0343,121.16112,NT_fBse4LCGB.tXljmLNV6qVA,Here WeGo,Here WeGo,2020-02-17,POINT (121.16112 14.0343),REGION I (ILOCOS REGION),PANGASINAN,DAGUPAN CITY,Pantal,PH015518022
327,Nepo Mall Dagupan,,16.04603,120.34427,NT_PgPst0PpQnbczOZ60gYxLC,Here WeGo,Here WeGo,2020-02-17,POINT (120.34427 16.04603),REGION I (ILOCOS REGION),PANGASINAN,DAGUPAN CITY,Mayombo,PH015518021
328,CityMall Mayombo Dagupan,,16.04002,120.34581,NT_6.m9V2GgEhEAAMNddqChTA,Here WeGo,Here WeGo,2020-02-17,POINT (120.34581 16.04002),REGION I (ILOCOS REGION),LA UNION,ARINGAY,Poblacion,PH013302010
329,Primark Town Center Aringay,Primark Philippine Properties,16.39326,120.35638,NT_th6AZCJ5I421Lssa9UEJ1D,Here WeGo,Here WeGo,2020-02-17,POINT (120.35638 16.39326),REGION I (ILOCOS REGION),ILOCOS NORTE,SAN NICOLAS,San Cayetano (Pob.),PH012820006
330,Robinsons Place Ilocos Norte,Robinsons Land,18.17104,120.59297,NT_fgVHOiLTdUKLO8vMAJ430B,Here WeGo,Here WeGo,2020-02-17,POINT (120.59297 18.17104),REGION I (ILOCOS REGION),PANGASINAN,CALASIAO,Bued,PH015517004
331,Robinsons Place Pangasinan,,16.0181,120.37841,NT_mv6jmPlNRjUSmB-GCrjDkA,Here WeGo,Here WeGo,2020-02-17,POINT (120.37841 16.0181),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,SAN CARLOS CITY,Barangay VI (Pob.),PH184524015
332,San Carlos Town Center,,10.47673,123.42271,NT_OfG4pLv1H1JKiaIUWtjq9A,Here WeGo,Here WeGo,2020-02-17,POINT (123.42271 10.47673),REGION I (ILOCOS REGION),PANGASINAN,ROSALES,Zone V (Pob.),PH015531039
333,SM City Rosales,SM Prime Holdings,15.89293,120.63257,NT_-pVnF7hUPjWbHpnu0byGND,Here WeGo,Here WeGo,2020-02-17,POINT (120.63257 15.89293),REGION I (ILOCOS REGION),PANGASINAN,CITY OF URDANETA,Poblacion,PH015546032
334,SM City Urdaneta Central,SM Prime Holdings,15.97549,120.5655,NT_ESF3sOq6qXGMzLjhZw-jbB,Here WeGo,Here WeGo,2020-02-17,POINT (120.5655 15.97549),REGION I (ILOCOS REGION),PANGASINAN,DAGUPAN CITY,Pantal,PH015518022
335,SM Center Dagupan,SM Prime Holdings,16.04603,120.34427,NT_PgPst0PpQnbczOZ60gYxLC,Here WeGo,Here WeGo,2020-02-17,POINT (120.34427 16.04603),REGION I (ILOCOS REGION),ILOCOS SUR,CITY OF VIGAN (Capital),Barangay IX,PH012934040
336,Xentro Mall Vigan,AMRC Holdings Co. Inc.,17.56479,120.38781,NT_CYruxYe5dPFEyqywaKciND,Here WeGo,Here WeGo,2020-02-17,POINT (120.38781 17.56479),REGION IV-B (MIMAROPA),MARINDUQUE,BOAC (Capital),Tampus (Pob.),PH174001056
337,GT 168 Mall,"Golden Three 168 Trading, Inc.",13.44867,121.84681,NT_04xULAPc.OPimjTw4ba0AA,Here WeGo,Here WeGo,2020-02-17,POINT (121.84681 13.44867),REGION IV-B (MIMAROPA),ORIENTAL MINDORO,CITY OF CALAPAN (Capital),Calero (Pob.),PH175205013
338,Gaisano Capital Calapan,Gaisano,13.41426,121.18074,NT_eaSJoGXQd2pl9SuXdjAj2D,Here WeGo,Here WeGo,2020-02-17,POINT (121.18074 13.41426),REGION III (CENTRAL LUZON),NUEVA ECIJA,SAN JOSE CITY,Malasin,PH034926012
339,Gaisano Capital San Jose,Gaisano,15.79587,120.99801,NT_jLe-fc40OV.pP.MNJbOtlB,Here WeGo,Here WeGo,2020-02-17,POINT (120.99801 15.79587),REGION IV-B (MIMAROPA),PALAWAN,PUERTO PRINCESA CITY (Capital),San Miguel,PH175316047
340,NCCC Mall Puerto Princesa,New City Commercial Corp.,9.74757,118.74757,NT_4mqSZidTFCfdvobvFr38TD,Here WeGo,Here WeGo,2020-02-17,POINT (118.74757 9.74757),REGION IV-B (MIMAROPA),ORIENTAL MINDORO,CITY OF CALAPAN (Capital),Calero (Pob.),PH175205013
341,Xentro Mall Calapan/Neo Calapan Mall,AMRC Holdings Co. Inc.,13.41426,121.18074,NT_eaSJoGXQd2pl9SuXdjAj2D,Here WeGo,Here WeGo,2020-02-17,POINT (121.18074 13.41426),REGION IV-B (MIMAROPA),PALAWAN,PUERTO PRINCESA CITY (Capital),Tanglaw (Pob.),PH175316061
342,Robinsons Place Palawan,Robinsons Land,9.74001,118.74421,NT_eY5rDRAXgqWZkNQXbFWREC,Here WeGo,Here WeGo,2020-02-17,POINT (118.74421 9.74001),REGION IV-B (MIMAROPA),PALAWAN,PUERTO PRINCESA CITY (Capital),San Miguel,PH175316047
343,SM City Puerto Princesa,SM Prime Holdings,9.74757,118.74757,NT_4mqSZidTFCfdvobvFr38TD,Here WeGo,Here WeGo,2020-02-17,POINT (118.74757 9.74757),REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Barangay 27 (Pob.),PH104305022
344,Centrio,Ayala Land,8.48586,124.64797,NT_zHm9FRPnOmX3ykeosTTrOC,Here WeGo,Here WeGo,2020-02-17,POINT (124.64797 8.485860000000001),REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Bulua,PH104305003
345,CityMall Bulua,DoubleDragon Properties,8.50287,124.62138,NT_8QSUG5fvuEYUgFb.Lz9IiD,Here WeGo,Here WeGo,2020-02-17,POINT (124.62138 8.50287),REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Iponan,PH104305051
346,CityMall Iponan,DoubleDragon Properties,8.49593,124.60332,NT_dYbJXvTtAjy3Zgq.SGnNfB,Here WeGo,Here WeGo,2020-02-17,POINT (124.60332 8.49593),REGION X (NORTHERN MINDANAO),LANAO DEL NORTE,ILIGAN CITY,Saray-Tibanga,PH103504026
347,Gaisano Department Store Main Iligan,Gaisano,8.23286,124.24146,NT_6tIj9q5N8aAFabWwknU3WB,Here WeGo,Here WeGo,2020-02-17,POINT (124.24146 8.232860000000001),REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,BALINGASAG,Linggangao,PH104302016
348,Gaisano Capital Balingasag,Gaisano,8.74464,124.78183,NT_-HgaCMjuotaG9EmazppTaA,Here WeGo,Here WeGo,2020-02-17,POINT (124.78183 8.74464),REGION V (BICOL REGION),MASBATE,ESPERANZA,Iligan,PH054109006
349,Gaisano Super Citi Mall Iligan,Gaisano,11.74502,124.03846,NT_2xXySIBgbPJ7tgVWjKFAuD,Here WeGo,Here WeGo,2020-02-17,POINT (124.03846 11.74502),REGION X (NORTHERN MINDANAO),LANAO DEL NORTE,ILIGAN CITY,Saray-Tibanga,PH103504026
350,Robinsons Place Iligan,Robinsons Land,8.23286,124.24146,NT_6tIj9q5N8aAFabWwknU3WB,Here WeGo,Here WeGo,2020-02-17,POINT (124.24146 8.232860000000001),REGION X (NORTHERN MINDANAO),LANAO DEL NORTE,ILIGAN CITY,Saray-Tibanga,PH103504026
351,Iligan Fiesta Mall,,8.23286,124.24146,NT_6tIj9q5N8aAFabWwknU3WB,Here WeGo,Here WeGo,2020-02-17,POINT (124.24146 8.232860000000001),REGION X (NORTHERN MINDANAO),LANAO DEL NORTE,ILIGAN CITY,Saray-Tibanga,PH103504026
352,SBG Strip Mall,,8.23286,124.24146,NT_6tIj9q5N8aAFabWwknU3WB,Here WeGo,Here WeGo,2020-02-17,POINT (124.24146 8.232860000000001),REGION V (BICOL REGION),MASBATE,ESPERANZA,Iligan,PH054109006
353,Squarelland Shopping Centre,,11.74502,124.03846,NT_2xXySIBgbPJ7tgVWjKFAuD,Here WeGo,Here WeGo,2020-02-17,POINT (124.03846 11.74502),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Valencia,PH137404128
354,Robinsons Place Valencia,Robinsons Land,14.60987,121.03639,NT_qRvxlXAI7kFnHfVYsQ6qSC,Here WeGo,Here WeGo,2020-02-17,POINT (121.03639 14.60987),REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Puntod,PH104305064
355,Robinsons Cagayan de Oro,Robinsons Land,8.49115,124.66417,NT_Jzra4mcexl4AAZt5Wwsd8A,Here WeGo,Here WeGo,2020-02-17,POINT (124.66417 8.491149999999999),REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Lapasan,PH104305053
356,Limketkai Center,Limketkai Sons Inc.,8.4843,124.6569,NT_ONn8xSfUj7pR3vPcdMy7dB,Here WeGo,Here WeGo,2020-02-17,POINT (124.6569 8.484299999999999),REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Barangay 27 (Pob.),PH104305022
357,Gaisano City Mall,Gaisano Sons Inc.,8.48586,124.64797,NT_zHm9FRPnOmX3ykeosTTrOC,Here WeGo,Here WeGo,2020-02-17,POINT (124.64797 8.485860000000001),REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Puerto,PH104305063
358,Gaisano Puerto,Gaisano Sons Inc.,8.49843,124.75518,NT_VEUatrwcK9V3DjbTWsbt2D,Here WeGo,Here WeGo,2020-02-17,POINT (124.75518 8.498430000000001),REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Bulua,PH104305003
359,Gaisano Bulua,Gaisano Sons Inc.,8.50287,124.62138,NT_8QSUG5fvuEYUgFb.Lz9IiD,Here WeGo,Here WeGo,2020-02-17,POINT (124.62138 8.50287),REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Puntod,PH104305064
360,SM City Cagayan de Oro,SM Prime Holdings,8.49115,124.66417,NT_Jzra4mcexl4AAZt5Wwsd8A,Here WeGo,Here WeGo,2020-02-17,POINT (124.66417 8.491149999999999),REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Puntod,PH104305064
361,Puregold Cagayan de Oro,Puregold Price Club,8.49115,124.66417,NT_Jzra4mcexl4AAZt5Wwsd8A,Here WeGo,Here WeGo,2020-02-17,POINT (124.66417 8.491149999999999),REGION II (CAGAYAN VALLEY),CAGAYAN,TUGUEGARAO CITY (Capital),Carig,PH021529018
362,S&R Cagayan de Oro,S&R Membership Shopping,17.66894,121.75141,NT_iRDg93ZIU917kShQwkO1kC_x_urCMctTO0efPvC8kAM8n6C,Here WeGo,Here WeGo,2020-02-17,POINT (121.75141 17.66894),REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Barangay 27 (Pob.),PH104305022
363,Vista Mall,Vista Land & Lifescapes,8.48586,124.64797,NT_zHm9FRPnOmX3ykeosTTrOC,Here WeGo,Here WeGo,2020-02-17,POINT (124.64797 8.485860000000001),REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Barangay 27 (Pob.),PH104305022
364,SM CDO Downtown Premier,SM Prime Holdings,8.48586,124.64797,NT_zHm9FRPnOmX3ykeosTTrOC,Here WeGo,Here WeGo,2020-02-17,POINT (124.64797 8.485860000000001),REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Barangay 27 (Pob.),PH104305022
365,Village Center CDO,Vista Land & Lifescapes,8.48586,124.64797,NT_zHm9FRPnOmX3ykeosTTrOC,Here WeGo,Here WeGo,2020-02-17,POINT (124.64797 8.485860000000001),REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Barangay 27 (Pob.),PH104305022
366,Ororama Supercenter Cogon,Ororama Supercenters Inc.,8.48586,124.64797,NT_zHm9FRPnOmX3ykeosTTrOC,Here WeGo,Here WeGo,2020-02-17,POINT (124.64797 8.485860000000001),REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Carmen,PH104305044
367,Ororama Supercenter Carmen,Ororama Supercenters Inc.,8.47643,124.63785,NT_QgQfBrwJhp8.jNBGE0G7oC,Here WeGo,Here WeGo,2020-02-17,POINT (124.63785 8.476430000000001),REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Barangay 27 (Pob.),PH104305022
368,Market City,Ororama Supercenters Inc.,8.48586,124.64797,NT_zHm9FRPnOmX3ykeosTTrOC,Here WeGo,Here WeGo,2020-02-17,POINT (124.64797 8.485860000000001),REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,GINGOOG CITY,Barangay 22 (Pob.),PH104308074
369,Prince Town Gingoog,Prince Warehouse Club Inc.,8.82462,125.10447,NT_ZqHiwuGhie12-.QOZEju2A,Here WeGo,Here WeGo,2020-02-17,POINT (125.10447 8.824619999999999),REGION XII (SOCCSKSARGEN),SOUTH COTABATO,CITY OF KORONADAL (Capital),Zone III (Pob.),PH126306018
370,Ace CenterPoint,Ace Centerpoint,6.50023,124.84374,NT_W7umOYEJwBQtbCBa69CO-C,Here WeGo,Here WeGo,2020-02-17,POINT (124.84374 6.50023),REGION XII (SOCCSKSARGEN),SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),City Heights,PH126303034
371,Fitmart GenSan,Fitmart,6.11887,125.17416,NT_AR6xr10ZkY0zdL9rLCvfzD,Here WeGo,Here WeGo,2020-02-17,POINT (125.17416 6.11887),REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),CITY OF KIDAPAWAN (Capital),Poblacion,PH124704032
372,Gaisano Grand Mall Kidapawan,Gaisano,7.02107,125.0903,NT_05ugOpr.zODnjCDSU8d0DB,Here WeGo,Here WeGo,2020-02-17,POINT (125.0903 7.02107),REGION XII (SOCCSKSARGEN),SOUTH COTABATO,CITY OF KORONADAL (Capital),Zone III (Pob.),PH126306018
373,Gaisano Grand Mall Koronadal,Gaisano,6.50023,124.84374,NT_W7umOYEJwBQtbCBa69CO-C,Here WeGo,Here WeGo,2020-02-17,POINT (124.84374 6.50023),REGION XII (SOCCSKSARGEN),SOUTH COTABATO,POLOMOLOK,Sulit,PH126312020
374,Gaisano Grand Mall Polomolok,Gaisano,6.24396,125.03365,NT_Zr9LfCPdIABC6lGIn4r9ND,Here WeGo,Here WeGo,2020-02-17,POINT (125.03365 6.24396),REGION XII (SOCCSKSARGEN),SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),City Heights,PH126303034
375,Gaisano Mall General Santos,Gaisano,6.11887,125.17416,NT_AR6xr10ZkY0zdL9rLCvfzD,Here WeGo,Here WeGo,2020-02-17,POINT (125.17416 6.11887),REGION XII (SOCCSKSARGEN),SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),City Heights,PH126303034
376,KCC Mall of General Santos,Koronadal Commercial Corp.,6.11887,125.17416,NT_AR6xr10ZkY0zdL9rLCvfzD,Here WeGo,Here WeGo,2020-02-17,POINT (125.17416 6.11887),REGION XII (SOCCSKSARGEN),SOUTH COTABATO,TANTANGAN,San Felipe,PH126315011
377,KCC Mall of Marbel,Koronadal Commercial Corp.,6.5302,124.80869,NT_NnHVxdfOlLnDmYD6g00WOA,Here WeGo,Here WeGo,2020-02-17,POINT (124.80869 6.5302),REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),CITY OF KIDAPAWAN (Capital),Poblacion,PH124704032
378,KMCC Mall,Kidapawan Megacenter Corp.,7.02107,125.0903,NT_05ugOpr.zODnjCDSU8d0DB,Here WeGo,Here WeGo,2020-02-17,POINT (125.0903 7.02107),REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),CITY OF KIDAPAWAN (Capital),Poblacion,PH124704032
379,MC Square Mall,,7.02107,125.0903,NT_05ugOpr.zODnjCDSU8d0DB,Here WeGo,Here WeGo,2020-02-17,POINT (125.0903 7.02107),REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,Poblacion,PH126511013
380,Primark Town Center Tacurong,Primark Philippine Properties,6.68826,124.67828,NT_2xm9YsrzifwlZJUA.zpItB,Here WeGo,Here WeGo,2020-02-17,POINT (124.67828 6.68826),REGION XII (SOCCSKSARGEN),SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),City Heights,PH126303034
381,Robinsons Place General Santos,Robinsons Malls,6.11887,125.17416,NT_AR6xr10ZkY0zdL9rLCvfzD,Here WeGo,Here WeGo,2020-02-17,POINT (125.17416 6.11887),REGION XII (SOCCSKSARGEN),SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),Dadiangas North,PH126303035
