ID,NAME,DEVELOPER,LAT,LONG,SOURCE_ID,SOURCE_NAME,SOURCE_GEOLOC,RECORD_DATE,points,REGION,PROVINCE,ÇITY,BRGY,PSGC
577,Worldwide Corporate Center Podium,,8.06303,123.62258,NT_4BwJNqIlGRfE5KdTR3tMyB,Here WeGo,Here WeGo,2020-02-17,POINT (123.62258 8.063029999999999),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,Baclaran,PH137604001
578,Baclaran Bagong Milenyo Plaza,,14.52887,120.99613,NT_yfIYnGBZyyyufdSAq2oO6D,Here WeGo,Here WeGo,2020-02-17,POINT (120.99613 14.52887),REGION IV-A (CALABARZON),LAGUNA,CABUYAO CITY,Baclaran,PH043404001
579,Baclaran Galleria Shopping Mall,,14.24562,121.1697,NT_yuAifE7ZxoqtrakhjLB.hC,Here WeGo,Here WeGo,2020-02-17,POINT (121.1697 14.24562),REGION IV-A (CALABARZON),LAGUNA,CABUYAO CITY,Baclaran,PH043404001
580,Baclaran Supermall,,14.24562,121.1697,NT_yuAifE7ZxoqtrakhjLB.hC,Here WeGo,Here WeGo,2020-02-17,POINT (121.1697 14.24562),REGION IV-A (CALABARZON),LAGUNA,CABUYAO CITY,Baclaran,PH043404001
581,Baclaran Terminal Plaza,,14.24562,121.1697,NT_yuAifE7ZxoqtrakhjLB.hC,Here WeGo,Here WeGo,2020-02-17,POINT (121.1697 14.24562),REGION IV-B (MIMAROPA),PALAWAN,ARACELI,Tinintinan,PH175303013
582,D8 Mall (formerly Dragon8 Shopping Center),,10.56931,119.99307,NT_XwY6tt4A9VfdD3MpvI.SgA,Here WeGo,Here WeGo,2020-02-17,POINT (119.99307 10.56931),REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,PALUAN,Silahis Ng Pag-Asa Pob. (Bgy 3),PH175107008
583,Harrison Wholesale Center,,13.41757,120.46102,NT_kqJjWlfhbpxMWaHQicCj6B,Here WeGo,Here WeGo,2020-02-17,POINT (120.46102 13.41757),NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,PONTEVEDRA,Recreo,PH184521018
584,Plaza Miranda Mall,,10.3496,122.86672,NT_ydDoayco.Le0oTpWt8tvqA,Here WeGo,Here WeGo,2020-02-17,POINT (122.86672 10.3496),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF SAN JUAN,Greenhills,PH137405021
585,Shoppesville Arcade at Greenhills Shopping Center,,14.60398,121.045,NT_FxKGu1AxOSmA6tlDZCNeDB,Here WeGo,Here WeGo,2020-02-17,POINT (121.045 14.60398),REGION III (CENTRAL LUZON),BULACAN,CITY OF MEYCAUAYAN,Malhacan,PH031412015
586,St. Francis Square Mall,,14.74052,120.96789,NT_Qq0pGRtgf0ZWUXJRHUHPZB,Here WeGo,Here WeGo,2020-02-17,POINT (120.96789 14.74052),REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Gov. Paciano Bangoy,PH112402181
587,Tutuban Center (Prime Block Building),,7.08683,125.62397,NT_BIWtaiYpZxZ0nuFf3IfAdD,Here WeGo,Here WeGo,2020-02-17,POINT (125.62397 7.08683),REGION IV-B (MIMAROPA),PALAWAN,ARACELI,Tinintinan,PH175303013
588,Two Shopping Center,,10.56931,119.99307,NT_XwY6tt4A9VfdD3MpvI.SgA,Here WeGo,Here WeGo,2020-02-17,POINT (119.99307 10.56931),REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,Ayala,PH097332002
589,Ayala Malls Arca South,,6.95766,121.95142,NT_DkGqBkNhf1b2j.QaKh.W4A,Here WeGo,Here WeGo,2020-02-17,POINT (121.95142 6.95766),REGION III (CENTRAL LUZON),PAMPANGA,MAGALANG,San Pablo (Pob.),PH035411015
590,Ayala Malls Parklinks,,15.23028,120.67935,NT_Gls11Ase3xlbwTSyhfRBgB,Here WeGo,Here WeGo,2020-02-17,POINT (120.67935 15.23028),REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,Ayala,PH097332002
591,Ayala Malls Southvale,,6.95766,121.95142,NT_DkGqBkNhf1b2j.QaKh.W4A,Here WeGo,Here WeGo,2020-02-17,POINT (121.95142 6.95766),REGION XII (SOCCSKSARGEN),SOUTH COTABATO,SURALLAH,Libertad (Pob.),PH126313019
592,"Friendly Mart, Surallah",,6.373063,124.748383,608wc0sq-28e13fb652434a3f8afc8e684aeac04c,Here WeGo,Here WeGo,2020-02-05,POINT (124.748383 6.373063),REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,Barangay Zone II (Pob.),PH097332062
593,Shop-O-Rama,,6.906132829,122.07564369999999,3719835,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (122.0756437 6.906132829),REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,Pasobolong,PH097332102
594,SR MALL,,6.9630231,122.1315838,ChIJ4aYKXHZDUDIRBOcsnyeNLyE,Google Maps,Google Maps,2020-02-05,POINT (122.1315838 6.9630231),REGION X (NORTHERN MINDANAO),BUKIDNON,CITY OF VALENCIA,Poblacion,PH101321024
595,NVM Mall,,7.904893252000001,125.0922321,171339357,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (125.0922321 7.904893252000001),REGION X (NORTHERN MINDANAO),MISAMIS OCCIDENTAL,OZAMIS CITY,Tinago,PH104210048
596,Geege Mall,,8.14407,123.84101000000001,608jx7ps-6bb723a7b4df07886e108c062a692b3e,Here WeGo,Here WeGo,2020-02-05,POINT (123.84101 8.144069999999999),REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL NORTE,DIPOLOG CITY (Capital),Central (Pob.),PH097202012
597,Dipolog Center Mall,,8.58765305,123.3394267,574185603,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (123.3394267 8.58765305),NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,DUMAGUETE CITY (Capital),Poblacion No. 3 (Barangay 3),PH184610021
598,Lee Plaza,,9.307862945,123.30712279999999,173874021,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (123.3071228 9.307862945),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Capitol Site (Pob.),PH072217020
599,Cocomall,,10.3128409,123.89250530000001,ChIJ06McTUmZqTMRy_OqpKKr02U,Google Maps,Google Maps,2020-02-05,POINT (123.8925053 10.3128409),REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Guadalupe,PH072217029
600,One Pavillion,,10.3152131,123.884377,ChIJqek83LSeqTMRQN6JSZ0WAhg,Google Maps,Google Maps,2020-02-05,POINT (123.884377 10.3152131),REGION VII (CENTRAL VISAYAS),CEBU,CONSOLACION,Poblacion Oriental,PH072219014
601,Fooda Mall,,10.37291299,123.9550345,146342874,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (123.9550345 10.37291299),REGION IV-A (CALABARZON),QUEZON,LUCENA CITY (Capital),Barangay 7 (Pob.),PH045624010
602,Ocean Palace Mall,,13.932284,121.61223899999999,608wdqrr-2d98998fccc347ea89067a2ed2cd2593,Here WeGo,Here WeGo,2020-02-05,POINT (121.612239 13.932284),REGION IV-A (CALABARZON),BATANGAS,NASUGBU,Lumbangan,PH041019029
603,Buena Park Mall,,14.05224491,120.64895700000001,496067488,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (120.648957 14.05224491),REGION IV-A (CALABARZON),BATANGAS,SANTO TOMAS,San Vicente,PH041028022
604,Ascaño Town Center,,14.0900763,121.1744922,ChIJUew5IlRnvTMRJNDpxqY8NOA,Google Maps,Google Maps,2020-02-05,POINT (121.1744922 14.0900763),REGION IV-A (CALABARZON),LAGUNA,CITY OF CALAMBA,Bucal,PH043405006
605,Carolina Mall,,14.191624,121.16680900000001,ChIJTfsbIt5jvTMRKcUA_Ze7VAM,Google Maps,Google Maps,2020-02-05,POINT (121.166809 14.191624),REGION IV-A (CALABARZON),CAVITE,INDANG,Kaytapos,PH042110036
606,University Mall,,14.19602787,120.8823467,156572968,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (120.8823467 14.19602787),REGION IV-A (CALABARZON),LAGUNA,CITY OF CALAMBA,Canlubang,PH043405011
607,Carmel Mall,,14.2132294,121.1103539,ChIJe4hy_kpjvTMRaJcIiMTnXY4,Google Maps,Google Maps,2020-02-05,POINT (121.1103539 14.2132294),REGION IV-A (CALABARZON),LAGUNA,CITY OF CALAMBA,Canlubang,PH043405011
608,iMall,,14.21327335,121.116956,134607383,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (121.116956 14.21327335),REGION IV-A (CALABARZON),LAGUNA,SANTA CRUZ (Capital),Gatid,PH043426006
609,Sunstar Mall,,14.25582879,121.3920992,118116744,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (121.3920992 14.25582879),REGION IV-A (CALABARZON),LAGUNA,PAGSANJAN,Biñan,PH043419002
610,CLA Town Center Mall,,14.2651156,121.43962720000002,254329006,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (121.4396272 14.2651156),REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,Pulong Santa Cruz,PH043428018
611,Crosstown Mall,,14.276543300000002,121.0824841,ChIJuVDL3hzYlzMRDlGoeO0t4_c,Google Maps,Google Maps,2020-02-05,POINT (121.0824841 14.2765433),REGION IV-A (CALABARZON),LAGUNA,SANTA CRUZ (Capital),Barangay III (Pob.),PH043426016
612,Irene Mall,,14.28142466,121.4155555,122480948,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (121.4155555 14.28142466),REGION IV-A (CALABARZON),CAVITE,TRECE MARTIRES CITY (Capital),San Agustin (Pob.),PH042122006
613,Parkson City,,14.28186267,120.86818570000001,267448203,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (120.8681857 14.28186267),REGION IV-A (CALABARZON),CAVITE,GEN. MARIANO ALVAREZ,Gavino Maderan,PH042123013
614,Mini Divisoria Mall (DiviMall),,14.2839876,120.99914840000002,ChIJZx1kygTWlzMRRcojfheJ75g,Google Maps,Google Maps,2020-02-05,POINT (120.9991484 14.2839876),REGION IV-A (CALABARZON),CAVITE,GEN. MARIANO ALVAREZ,Barangay 1 Poblacion (Area I),PH042123002
615,Portal Mall - GMA,,14.294827100000001,121.0064361,ChIJRxmYjBTWlzMRAlfR5WBd1oM,Google Maps,Google Maps,2020-02-05,POINT (121.0064361 14.2948271),REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,Balibago,PH043428002
616,Tram Plaza,,14.29764868,121.10785770000001,553872508,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (121.1078577 14.29764868),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIÑAS,Almanza Dos,PH137601010
617,Evia Mall,,14.376138000000001,121.0116533,ChIJp5Hrts7RlzMRAo7rwwPcxcI,Google Maps,Google Maps,2020-02-05,POINT (121.0116533 14.376138),REGION IV-A (CALABARZON),CAVITE,IMUS CITY,Anabu I-C,PH042109030
618,City Mall Anabu,,14.397960000000001,120.94005,608jx7ps-a283e609b7be0c45b32a0f12e1c3e66f,Here WeGo,Here WeGo,2020-02-05,POINT (120.94005 14.39796),REGION IV-A (CALABARZON),CAVITE,ROSARIO,Tejeros Convention,PH042117010
619,Emperor Mall,,14.4072668,120.8588189,165289608,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (120.8588189 14.4072668),REGION IV-A (CALABARZON),CAVITE,ROSARIO,Tejeros Convention,PH042117010
620,EMN Mall,,14.407620000000001,120.85913000000001,608wdtcy-ac57dfa305114f8689864a6a9eb92c72,Here WeGo,Here WeGo,2020-02-05,POINT (120.85913 14.40762),REGION IV-A (CALABARZON),CAVITE,BACOOR CITY,Molino II,PH042103045
621,Seasons Mall,,14.407726,120.972298,608jx7ps-a406ec19ac860d0eddfda1f426cfcedc,Here WeGo,Here WeGo,2020-02-05,POINT (120.972298 14.407726),REGION IV-A (CALABARZON),CAVITE,ROSARIO,Poblacion,PH042117008
622,Parkson Mall,,14.4148122,120.8561606,ChIJO1tet_4tljMRwEMureUBjNI,Google Maps,Google Maps,2020-02-05,POINT (120.8561606 14.4148122),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,Alabang,PH137603001
623,Landmark Alabang,,14.41570208,121.04250259999998,451485141,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (121.0425026 14.41570208),REGION IV-A (CALABARZON),CAVITE,KAWIT,Magdalo (Putol),PH042111007
624,Lokal Mall,,14.42939854,120.89409850000001,306853840,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (120.8940985 14.42939854),REGION IV-A (CALABARZON),CAVITE,KAWIT,Tabon I,PH042111010
625,MANA TOWN CENTER,,14.440992000000001,120.9037639,ChIJQVoZJ43TlzMRJSSl_fQeYJY,Google Maps,Google Maps,2020-02-05,POINT (120.9037639 14.440992),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,San Antonio,PH137604012
626,Jaka Plaza,,14.465640300000002,121.018794,ChIJewDPKUTOlzMR97Qx33D1JZs,Google Maps,Google Maps,2020-02-05,POINT (121.018794 14.4656403),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,San Dionisio,PH137604004
627,Virra Mall,,14.48329,120.99537,608wdw43-59d716694c4246ec904b0c946ffd1e21,Here WeGo,Here WeGo,2020-02-05,POINT (120.99537 14.48329),REGION IV-A (CALABARZON),RIZAL,TANAY,Plaza Aldea (Pob.),PH045812011
628,Tanay Town Center,,14.49519488,121.2917496,213139766,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (121.2917496 14.49519488),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,Santo Niño,PH137604005
629,Ibayo Town Center,,14.503603899999998,120.99484650000001,ChIJm6oM6pjOlzMRYcVBWH7koyU,Google Maps,Google Maps,2020-02-05,POINT (120.9948465 14.5036039),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,Tambo,PH137604006
630,Uniwide Sales Coastal Mall,,14.515804699999999,120.99122690000002,11317,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (120.9912269 14.5158047),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 183,PH137605183
631,Newport Mall,,14.51889634,121.0199381,308870222,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (121.0199381 14.51889634),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Magallanes,PH137602013
632,Alphaland Southgate Mall,,14.540926999999998,121.018776,KI4BEzT5g5rt66Q6qUxRcQ,Yelp Fusion API,Yelp Fusion API,1/31/2020,POINT (121.018776 14.540927),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076
633,HK Sun Plaza,,14.54582,120.988923,eX6ZiLo0Y_jCWfAueX1_Hg,Yelp Fusion API,Yelp Fusion API,1/31/2020,POINT (120.988923 14.54582),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076
634,W.Mall,,14.546783,120.98698200000001,608wdw4c-ee263b54b0814af694acc72f56e7fb7c,Here WeGo,Here WeGo,2020-02-05,POINT (120.986982 14.546783),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Post Proper Northside,PH137602021
635,Forbes Town Center,,14.549875199999997,121.04478629999998,ChIJQ9bamfrIlzMRJRHYsMGNh-Y,Google Maps,Google Maps,2020-02-05,POINT (121.0447863 14.5498752),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Bagong Ilog,PH137403001
636,Duty Free Paranaque,,14.5677,121.0678,608wdw4f-03a6c02438cd4d62ad5a82a9987cb77f,Here WeGo,Here WeGo,2020-02-05,POINT (121.0678 14.5677),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,San Miguel,PH137403022
637,One Mercedes Plaza,,14.56810468,121.0855818,195680969,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (121.0855818 14.56810468),NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Carmona,PH137602005
638,Circuit Lane,,14.575121,121.01964170000001,ChIJ0xHWH6XJlzMRPE0EFeeZIcM,Google Maps,Google Maps,2020-02-05,POINT (121.0196417 14.575121),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Oranbo,PH137403013
639,Estancia Mall,,14.57629667,121.0631997,8116585,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (121.0631997 14.57629667),REGION IV-A (CALABARZON),RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),PH045802008
640,167 Marketing,,14.58468698,121.17743290000001,188347844,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (121.1774329 14.58468698),REGION IV-A (CALABARZON),RIZAL,CITY OF ANTIPOLO,Santa Cruz,PH045802017
641,iMall,,14.59504837,121.17133190000001,235479246,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (121.1713319 14.59504837),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Bagumbayan,PH137404011
642,Industria Mall,,14.600682999999998,121.088872,7NgtNmBO8zR44NHRB55LGw,Yelp Fusion API,Yelp Fusion API,1/31/2020,POINT (121.088872 14.600683),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF SAN JUAN,Greenhills,PH137405021
643,Shoppesville,,14.6019843,121.0511827,ChIJSz4KM9-3lzMRN18zaxhf7fY,Google Maps,Google Maps,2020-02-05,POINT (121.0511827 14.6019843),NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",BINONDO,Barangay 292,PH133902006
644,1188 Mall,,14.60224,120.97405,8Xsc9XcTBMqy_BNP15OzBA,Yelp Fusion API,Yelp Fusion API,1/31/2020,POINT (120.97405 14.60224),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF SAN JUAN,Greenhills,PH137405021
645,V-Mall,,14.6023728,121.04977859999998,ChIJ0-evxNi3lzMRyiNTbqAeLgw,Google Maps,Google Maps,2020-02-05,POINT (121.0497786 14.6023728),NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SAMPALOC,Barangay 570,PH133906176
646,Sunshine Mall Taguig,,14.60329,121.0071,608wdw51-8ad3ff09774647039e2a6f66c111fd53,Here WeGo,Here WeGo,2020-02-05,POINT (121.0071 14.60329),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF SAN JUAN,Little Baguio,PH137405009
647,Santolan Town Plaza,,14.60441947,121.03392269999999,499779381,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (121.0339227 14.60441947),REGION IV-A (CALABARZON),RIZAL,CITY OF ANTIPOLO,Mambugan,PH045802010
648,FEHA Promenade Mall,,14.6163717,121.1203618,ChIJO2ExJ_m5lzMROKkFbOY2qZA,Google Maps,Google Maps,2020-02-05,POINT (121.1203618 14.6163717),REGION IV-A (CALABARZON),RIZAL,CAINTA,San Isidro,PH045805015
649,Q Plaza,,14.619164300000001,121.1027774,ChIJU_zkUEe4lzMRVki97HZ0p7w,Google Maps,Google Maps,2020-02-05,POINT (121.1027774 14.6191643),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Paraiso,PH137404078
650,Frisco Place,,14.640167499999999,121.0165998,ChIJt8OVi1u2lzMR0kEKKk8MQL4,Google Maps,Google Maps,2020-02-05,POINT (121.0165998 14.6401675),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Loyola Heights,PH137404055
651,Regis Center,,14.6424,121.0745,MWe0Vf7NqZCJnsUpWu5_UQ,Yelp Fusion API,Yelp Fusion API,1/31/2020,POINT (121.0745 14.6424),REGION III (CENTRAL LUZON),BATAAN,PILAR,Ala-uli,PH030811001
652,EB MALL,,14.643328200000001,120.54301809999998,ChIJ_TazbIM_ljMR_MDOKVox3bo,Google Maps,Google Maps,2020-02-05,POINT (120.5430181 14.6433282),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Baesa,PH137404005
653,Intrepid Plaza,,14.676870000000001,121.01418999999999,608wdw53-ea4e80f471e140dd8458ef4c9469c329,Here WeGo,Here WeGo,2020-02-05,POINT (121.01419 14.67687),REGION III (CENTRAL LUZON),BATAAN,CITY OF BALANGA (Capital),Cataning,PH030803005
654,Recar Mall,,14.67867,120.54028999999998,608jx7ps-28b4b3a605cf0ce0e86c0325233ccaca,Here WeGo,Here WeGo,2020-02-05,POINT (120.54029 14.67867),NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF VALENZUELA,Canumay West (Canumay),PH137504007
655,HCM Place Valenzuela City,,14.7125188,120.98466950000001,ChIJB7J-3sazlzMRpmrNolzyY2o,Google Maps,Google Maps,2020-02-05,POINT (120.9846695 14.7125188),NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Novaliches Proper,PH137404070
656,Novaliches Plaza Mall,,14.72142695,121.0402534,46995160,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (121.0402534 14.72142695),NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CALOOCAN CITY,Barangay 175,PH137501175
657,Zabarte Town Center,,14.75637593,121.04303940000001,151821397,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (121.0430394 14.75637593),NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CALOOCAN CITY,Barangay 178,PH137501178
658,iMall camarin,,14.7566684,121.05854939999999,ChIJf_mHWhiwlzMRehHBvcxuBiM,Google Maps,Google Maps,2020-02-05,POINT (121.0585494 14.7566684),REGION III (CENTRAL LUZON),BULACAN,CITY OF MEYCAUAYAN,Camalig,PH031412007
659,EMA Town Center,,14.76539965,120.99326570000001,353775572,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (120.9932657 14.76539965),NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CALOOCAN CITY,Barangay 185,PH137501185
660,Metroplaza Mall,,14.768837,121.08077779999999,ChIJtz3XbballzMRWFbHhgHHzus,Google Maps,Google Maps,2020-02-05,POINT (121.0807778 14.768837),REGION III (CENTRAL LUZON),BULACAN,HAGONOY,Santo Niño (Pob.),PH031409023
661,Puso Mall,,14.83574,120.73376,608wdtu7-a6480a88bd904fef96a7697460533410,Here WeGo,Here WeGo,2020-02-05,POINT (120.73376 14.83574),REGION III (CENTRAL LUZON),BULACAN,GUIGUINTO,Santa Rita,PH031408010
662,AGL Mall,,14.85415,120.86065,608wdtuq-2cfb3b733059498bae4222dbc7a16f48,Here WeGo,Here WeGo,2020-02-05,POINT (120.86065 14.85415),REGION III (CENTRAL LUZON),BULACAN,CITY OF MALOLOS (Capital),Bulihan,PH031410012
663,Twins Plaza,,14.8584,120.81091,608httek-28aebd29262e062cda1649ff1f9d8580,Here WeGo,Here WeGo,2020-02-05,POINT (120.81091 14.8584),REGION III (CENTRAL LUZON),BATAAN,DINALUPIHAN,Mabini Ext. (Pob.),PH030804018
664,VM Center Mall,,14.867957999999998,120.465061,ChIJ0WeMVjlmljMRLfr1z2XAzkI,Google Maps,Google Maps,2020-02-05,POINT (120.465061 14.867958),REGION III (CENTRAL LUZON),PAMPANGA,GUAGUA,Santa Filomena (Pob.),PH035407028
665,Guagua Town Center,,14.968562,120.636036,608wdtvd-26ca7984347d4bf79429a86d833bdcdc,Here WeGo,Here WeGo,2020-02-05,POINT (120.636036 14.968562),REGION III (CENTRAL LUZON),PAMPANGA,CITY OF SAN FERNANDO (Capital),Del Pilar,PH035416008
666,Franda Mall,,15.026605100000001,120.6944133,ChIJS7qJ_3X3ljMR5I72mSwlogU,Google Maps,Google Maps,2020-02-05,POINT (120.6944133 15.0266051),REGION III (CENTRAL LUZON),PAMPANGA,CITY OF SAN FERNANDO (Capital),Dolores,PH035416010
667,Savers Mall,,15.039851,120.679751,608wdtvd-d89b4f0c89224f7d801991072be0c717,Here WeGo,Here WeGo,2020-02-05,POINT (120.679751 15.039851),REGION III (CENTRAL LUZON),PAMPANGA,CITY OF SAN FERNANDO (Capital),Sindalan,PH035416036
668,Sindalan Town Center,,15.076723199999998,120.6454383,ChIJK4LIIzXxljMRF_WuatU2brc,Google Maps,Google Maps,2020-02-05,POINT (120.6454383 15.0767232),REGION III (CENTRAL LUZON),PAMPANGA,ANGELES CITY,Santo Rosario (Pob.),PH035401029
669,Jenra Mall,,15.13599514,120.5879191,200761493,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (120.5879191 15.13599514),REGION III (CENTRAL LUZON),BULACAN,SAN MIGUEL,San Jose,PH031421044
670,Shoppetown Center,,15.145606299999999,120.9776695,ChIJwUfw_sMdlzMRql_ZEFiodNM,Google Maps,Google Maps,2020-02-05,POINT (120.9776695 15.1456063),REGION III (CENTRAL LUZON),PAMPANGA,ANGELES CITY,Pulung Maragul,PH035401019
671,Marquee Mall,,15.162354,120.60869699999999,608d408k-bcabe5cb71d604928be748d3bb528143,Here WeGo,Here WeGo,2020-02-05,POINT (120.608697 15.162354),REGION III (CENTRAL LUZON),NUEVA ECIJA,CABIAO,San Roque,PH034904019
672,Redcamia Mall,,15.2440568,120.8553493,ChIJj-E50qjhljMRbe2CiRjH-94,Google Maps,Google Maps,2020-02-05,POINT (120.8553493 15.2440568),REGION I (ILOCOS REGION),PANGASINAN,BAYAMBANG,Magsaysay,PH015511038
673,Royal Mall,,15.80990908,120.45741509999998,592231193,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (120.4574151 15.80990908),CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,BAGUIO CITY,San Luis Village,PH141102097
674,Cooyesan Plaza Mall,,16.41293554,120.57862279999999,43766156,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (120.5786228 16.41293554),REGION II (CAGAYAN VALLEY),ISABELA,ILAGAN CITY (Capital),Calamagui 2nd,PH023114034
675,8 Shoppe Mall,,17.1279131,121.8657696,ChIJreWiiXlChTMRuenow4uEFtk,Google Maps,Google Maps,2020-02-05,POINT (121.8657696 17.1279131),REGION I (ILOCOS REGION),ILOCOS SUR,CITY OF CANDON,San Nicolas,PH012906040
676,Stern Mall,,17.18357166,120.444657,162064647,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (120.444657 17.18357166),REGION I (ILOCOS REGION),ILOCOS SUR,NARVACAN,Margaay,PH012914017
677,Narvacan Mall,,17.42668921,120.4741874,149357877,OpenStreetMap,OpenStreetMap,2/5/2020,POINT (120.4741874 17.42668921),REGION I (ILOCOS REGION),ILOCOS SUR,CITY OF VIGAN (Capital),Barangay I (Pob.),PH012934003
