ID,NAME,DEVELOPER,LAT,LONG,SOURCE_ID,SOURCE_NAME,SOURCE_GEOLOC,RECORD_DATE,REGION,PROVINCE,CITY,BRGY,PSGC
362,MC Square Mall,,14.6774117,121.0318923,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,Poblacion,PH126511013
363,Met Live,Federal Land,14.5366748,120.9882598,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Novaliches Proper,PH137404070
364,Metroplaza Mall,,14.768837,121.0807778,ChIJtz3XbballzMRWFbHhgHHzus,Google Maps,Google Maps,5/2/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CALOOCAN CITY,Barangay 185,PH137501185
365,Metrowalk,,14.5871881,121.0647437,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,New Alabang Village,PH137603009
366,Mezza Strip,,14.6065636,121.0186233,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076
367,Mini Divisoria Mall (DiviMall),,14.2839876,120.9991484,ChIJZx1kygTWlzMRRcojfheJ75g,Google Maps,Google Maps,5/2/2020,REGION IV-A (CALABARZON),CAVITE,GEN. MARIANO ALVAREZ,Gavino Maderan,PH042123013
368,Mitsukoshi Mall,,14.5577212,121.052686,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076
369,Molito,,14.4251664,121.0270464,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Post Proper Northside,PH137602021
370,My Metro Town Mall Tarlac,,15.4874659,120.5970027,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),TARLAC,CITY OF TARLAC (Capital),Santo Cristo,PH036916078
371,Narvacan Mall,,17.42668921,120.4741874,149357877,OpenStreetMap,OpenStreetMap,2/5/2020,REGION I (ILOCOS REGION),ILOCOS SUR,NARVACAN,Margaay,PH012914017
372,NCCC Main Uyanguren,New City Commercial Corp.,7.0747222,125.6216667,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Buhangin (Pob.),PH112402021
373,NCCC Mall Buhangin,New City Commercial Corp.,7.1105424,125.611814,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Barangay 27-C (Pob.),PH112402160
374,NCCC Mall Puerto Princesa,New City Commercial Corp.,9.7390012,118.7415314,,Wikipedia,Google Maps,16/02/2020,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,CITY OF CALAPAN (Capital),Lumang Bayan,PH175205031
375,NCCC Mall Tagum,New City Commercial Corp.,7.4513235,125.8135498,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Buhangin (Pob.),PH112402021
376,NE Mall,NE Group of Companies,15.4607889,120.9482531,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,CABANATUAN CITY,"Hermogenes C. Concepcion, Sr.",PH034903092
377,NE Pacific Mall,NE Group of Companies and Landco Pacific Corp.,15.460453,120.948631,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,CABANATUAN CITY,"Hermogenes C. Concepcion, Sr.",PH034903092
378,NE Super Bodega,Cosco Capital,15.4669947,120.962356,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,CABANATUAN CITY,San Juan Pob. (Acofa),PH034903073
379,Nepo Mall Dagupan,,16.0510777,120.3419415,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),PANGASINAN,DAGUPAN CITY,Mayombo,PH015518021
380,Newport Mall,Megaworld Corporation[29],14.5191903,121.019823,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Kaunlaran,PH137404050
381,NOMO - A Vista Lifestyle Center,Vista Land & Lifescapes,14.4358683,120.9691226,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,BACOOR CITY,Bayanan,PH042103004
382,Northstar Mall,Northstar Resources Inc.,17.098324,121.85453,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,ILAGAN CITY (Capital),Alibagu,PH023114003
383,Novaliches Plaza Mall,,14.7213528,121.0401963,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF VALENZUELA,Gen. T. De Leon,PH137504011
384,Novo Mall,Royal Novo Greenland Realty Corp.,14.547469,120.997445,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 40,PH137605040
385,NVM Mall,,7.904893252,125.0922321,171339357,OpenStreetMap,OpenStreetMap,2/5/2020,REGION X (NORTHERN MINDANAO),BUKIDNON,CITY OF VALENCIA,Poblacion,PH101321024
386,Ocean Palace Mall,,13.932284,121.612239,608wdqrr-2d98998fccc347ea89067a2ed2cd2593,Here WeGo,Here WeGo,5/2/2020,REGION IV-A (CALABARZON),QUEZON,LUCENA CITY (Capital),Barangay 7 (Pob.),PH045624010
387,Odeon Terminal Mall,,14.6039278,120.9823443,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",QUIAPO,Barangay 307,PH133903016
388,Olivarez Plaza Los Baños,,14.1791432,121.2390671,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,LOS BAÑOS,Batong Malake,PH043411004
389,One Mall Valenzuela,,14.6873259,121.0001051,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,Tambo,PH137604006
390,One Mercedes Plaza,,14.56810468,121.0855818,195680969,OpenStreetMap,OpenStreetMap,2/5/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,San Miguel,PH137403022
391,One Parkade,,14.550041,121.0498172,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Magallanes,PH137602013
392,One Pavillion,,10.3152131,123.884377,ChIJqek83LSeqTMRQN6JSZ0WAhg,Google Maps,Google Maps,5/2/2020,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Guadalupe,PH072217029
393,OneE-com Plaza,,14.5381691,120.9816237,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Bel-Air,PH137602002
394,Ororama Supercenter Carmen,Ororama Supercenters Inc.,8.4800307,124.637113,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),TARLAC,CITY OF TARLAC (Capital),Mabini,PH036916046
395,Pacific Mall,,13.9375557,121.6095478,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,MANDAUE CITY,Tipolo,PH072230026
396,Pacific Mall Legazpi,Landco Development Corp.,13.1454752,123.7490211,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),ALBAY,LEGAZPI CITY (Capital),Bgy. 36 - Kapantawan (Pob.),PH050506028
397,Parkmall,,10.3252044,123.9346222,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,LAPU-LAPU CITY (OPON),Mactan,PH072226015
398,Parkson City,,14.28186267,120.8681857,267448203,OpenStreetMap,OpenStreetMap,2/5/2020,REGION IV-A (CALABARZON),CAVITE,TRECE MARTIRES CITY (Capital),San Agustin (Pob.),PH042122006
399,Parkson Mall,,14.4148122,120.8561606,ChIJO1tet_4tljMRwEMureUBjNI,Google Maps,Google Maps,5/2/2020,REGION IV-A (CALABARZON),CAVITE,ROSARIO,Poblacion,PH042117008
400,Paseo Center,,14.5574806,121.0228437,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076
401,Paseo de Magallanes,,14.536021,121.018593,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Highway Hills,PH137401013
402,Paseo de Sta. Rosa,Greenfield Estates,14.2476198,121.0638086,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,Don Jose,PH043428006
403,Pavilion Mall,Ayala Land (operator),14.3278176,121.0858143,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Highway Hills,PH137401013
404,Pearl Drive Commercial Center,,14.705998,121.072695,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Kapitolyo,PH137403009
405,Pearl Plaza,,14.5212994,120.9972839,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MARIKINA,Barangka,PH137402001
406,Pioneer Center,,14.5736715,121.0580547,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 183,PH137605183
407,Plaza 66,,14.5234785,121.0141451,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Forbes Park,PH137602008
408,Plaza Maestro,,17.57433528,120.3879929,149320129,OpenStreetMap,OpenStreetMap,2/5/2020,REGION I (ILOCOS REGION),ILOCOS SUR,CITY OF VIGAN (Capital),Barangay I (Pob.),PH012934003
409,Plaza Magellan,Megaworld Corporation,10.3105856,124.014848,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),BOHOL,TAGBILARAN CITY (Capital),Cogon,PH071242004
410,Plaza Marcela,Alturas Supermarket Corp.,9.6514899,123.851886,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),BOHOL,GUINDULMAN,Tabajan (Pob.),PH071223019
411,Plaza Miranda Mall,,14.5982578,120.9836893,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF SAN JUAN,Greenhills,PH137405021
412,Plazuela de Iloilo,The Florete Land Inc.,10.712079,122.5510669,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,PAVIA,Purok II (Pob.),PH063036006
413,Plazuela Tres Pavia,The Florete Land Inc.,10.775499,122.5407296,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),RIZAL,CAINTA,San Juan,PH045805016
414,Porta Vaga Mall,"Found near the Baguio Cathedral. Also divided into segments, like main mall, Session Road shops and Antipolo Building.",16.4119371,120.5984811,,Wikipedia,Google Maps,16/02/2020,CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,LA TRINIDAD (Capital),Balili,PH141110005
415,Portal Mall - GMA,,14.2948271,121.0064361,ChIJRxmYjBTWlzMRAlfR5WBd1oM,Google Maps,Google Maps,5/2/2020,REGION IV-A (CALABARZON),CAVITE,GEN. MARIANO ALVAREZ,Barangay 1 Poblacion (Area I),PH042123002
416,Power Plant Mall,Lopez Holdings,14.5649154,121.0361977,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Ugong Norte,PH137404126
417,Primark Town Center - Pontevedra,,14.5823758,121.1294623,,Wikipedia,Google Maps,16/02/2020,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Singcang-Airport,PH184501055
418,Primark Town Center Aringay,Primark Philippine Properties,16.3980634,120.3559906,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),ILOCOS NORTE,SAN NICOLAS,San Francisco (Pob.),PH012820001
419,Primark Town Center Bambang,Primark Philippine Properties,16.3883407,121.1073651,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,BAMBANG,Calaocan (Pob.),PH025004010
420,Primark Town Center Cabiao,Primark Philippine Properties,15.2503629,120.858743,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,CABIAO,San Juan North (Pob.),PH034904016
421,Primark Town Center Caibaan,LKY Group,11.2159281,124.996406,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),PANGASINAN,CITY OF URDANETA,Nancayasan,PH015546027
422,Primark Town Center Cauayan,Primark Philippine Properties,16.9405955,121.7685976,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,CITY OF CAUAYAN,San Fermin,PH023108059
423,Primark Town Center Cordon,Primark Philippine Properties,16.6744666,121.4669543,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,CORDON,Roxas Pob. (Centro Sur),PH023109015
424,Primark Town Center Echague,Primark Philippine Properties,16.6970078,121.5761273,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,CITY OF SANTIAGO,Batal,PH023135006
425,Primark Town Center Gerona,Primark Philippine Properties,15.6075837,120.6002283,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),TARLAC,GERONA,Poblacion 3,PH036906031
426,Primark Town Center Plaridel,Primark Philippine Properties,14.8904233,120.8668355,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,PLARIDEL,Banga I,PH031417003
427,Primark Town Center Sorsogon,,12.9703379,124.0067223,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),SORSOGON,CITY OF SORSOGON (Capital),Sampaloc (Pob.),PH056216030
428,Primark Town Center Tacurong,Primark Philippine Properties,6.6893087,124.6761091,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),Lagao (1st & 3rd),PH126303011
429,Primark Town Center Tuguegarao,Primark Philippine Properties,17.6123858,121.7296207,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),CAGAYAN,TUGUEGARAO CITY (Capital),Centro 6 (Pob.),PH021529008
430,Primark Village Center San Jose del Monte,Primark Philippine Properties,14.8479907,121.0485378,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,CITY OF SAN JOSE DEL MONTE,Fatima,PH031420015
431,Prince Town,,14.757674,121.0237033,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CALOOCAN CITY,Barangay 171,PH137501171
432,Prince Town Gingoog,Prince Warehouse Club Inc.,8.8256586,125.1083565,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SOUTH COTABATO,CITY OF KORONADAL (Capital),Zone II (Pob.),PH126306017
433,Prism Plaza @ TwoE-comCenter,,14.5397134,120.9816469,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Bel-Air,PH137602002
434,Puregold and Centro Shopping Center,Lucio and Susan Co,14.529862,121.069584,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",TAGUIG CITY,Tuktukan,PH137607014
435,Puregold Butuan,,8.948272,125.544098,,Wikipedia,Google Maps,16/02/2020,REGION XIII (Caraga),AGUSAN DEL NORTE,BUTUAN CITY (Capital),Urduja Pob. (Bgy. 9),PH160202089
436,Puregold Cagayan de Oro,Puregold Price Club,8.4833333,124.6583333,,Wikipedia,Google Maps,16/02/2020,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Kauswagan,PH104305052
437,Puregold La Trinidad,,16.4446004,120.5918511,,Wikipedia,Google Maps,16/02/2020,CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,LA TRINIDAD (Capital),Pico,PH141110011
438,Puso Mall,,14.83574,120.73376,608wdtu7-a6480a88bd904fef96a7697460533410,Here WeGo,Here WeGo,5/2/2020,REGION III (CENTRAL LUZON),BULACAN,HAGONOY,Santo Niño (Pob.),PH031409023
439,Q Plaza,,14.6191643,121.1027774,ChIJU_zkUEe4lzMRVki97HZ0p7w,Google Maps,Google Maps,5/2/2020,REGION IV-A (CALABARZON),RIZAL,CAINTA,San Isidro,PH045805015
440,Raj Shopping Center,,9.7676701,124.4939616,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Capitol Site (Pob.),PH072217020
441,RCBC Plaza Podium,,14.560743,121.0159713,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076
442,Recar Mall,,14.67867,120.54029,608jx7ps-28b4b3a605cf0ce0e86c0325233ccaca,Here WeGo,Here WeGo,5/2/2020,REGION III (CENTRAL LUZON),BATAAN,CITY OF BALANGA (Capital),Cataning,PH030803005
443,Redcamia Mall,,15.2440568,120.8553493,ChIJj-E50qjhljMRbe2CiRjH-94,Google Maps,Google Maps,5/2/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,CABIAO,San Roque,PH034904019
444,Regis Center,,14.6424,121.0745,MWe0Vf7NqZCJnsUpWu5_UQ,Yelp Fusion API,Yelp Fusion API,1/31/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Loyola Heights,PH137404055
445,Riverbanks Center,,14.6313028,121.0826797,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Pasong Tamo,PH137404080
446,RMR Square,RMR Group of Companies,14.6748984,121.0455542,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Dela Paz,PH137403006
447,Robinsons Cagayan de Oro,Robinsons Land,8.4825619,124.6549604,,Wikipedia,Google Maps,16/02/2020,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Barangay 31 (Pob.),PH104305078
448,Robinsons Cainta,Robinsons Land,14.5859248,121.1131355,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),RIZAL,CAINTA,Santo Domingo,PH045805020
449,Robinsons Cybergate Bacolod,Robinsons Land,10.6442906,122.9344342,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ANTIQUE,SAN JOSE (Capital),San Angel,PH060613027
450,Robinsons Cybergate Cebu,Robinsons Land,10.310266,123.891995,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Tejero (Villa Gonzalo),PH072217083
451,Robinsons Cybergate Davao,Robinsons Land,7.0996142,125.6239895,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL NORTE,CITY OF TAGUM (Capital),Visayan Village,PH112319022
452,Robinsons Fuente,Robinsons Land,10.3092477,123.8940779,,Wikipedia,Google Maps,16/02/2020,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,DUMAGUETE CITY (Capital),Calindagan,PH184610009
453,Robinsons Galleria,Robinsons Land,14.5910506,121.0598379,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",ERMITA,Barangay 669,PH133908011
454,Robinsons Galleria Cebu,Robinsons Land,10.3036831,123.9112659,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Santa Cruz (Pob.),PH072217070
455,Robinsons Luisita,Robinsons Land,15.4312977,120.5991715,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),TARLAC,CITY OF TARLAC (Capital),San Miguel,PH036916068
456,Robinsons Magnolia,Robinsons Land,14.6150796,121.0383885,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF SAN JUAN,Little Baguio,PH137405009
457,Robinsons Metro East,Robinsons Land,14.6194226,121.1004017,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Pasong Putik Proper (Pasong Putik),PH137404079
458,Robinsons North Tacloban,Robinsons Land,11.2400764,124.9869437,,Wikipedia,Google Maps,16/02/2020,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Libertad (Barangays 1 & 4),PH083747010
459,Robinsons Novaliches,Robinsons Land,14.7357604,121.056419,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,Barangay 831,PH133911046
460,Robinsons Otis,Robinsons Land,14.586976,120.995686,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIÑAS,Talon Tres,PH137601018
461,Robinsons Place Antipolo,Robinsons Land,14.5952435,121.1725608,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),PH045802003
462,Robinsons Place Antique,Robinsons Land,10.7353428,121.9517612,,Wikipedia,Google Maps,16/02/2020,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Mandalagan,PH184501050
463,Robinsons Place Bacolod,Robinsons Land,10.6912666,122.9583799,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),Roxas Village,PH063022140
464,Robinsons Place Butuan,Robinsons Land,8.9423921,125.5198312,,Wikipedia,Google Maps,16/02/2020,REGION XIII (Caraga),AGUSAN DEL NORTE,BUTUAN CITY (Capital),Bayanihan Pob. (Bgy. 27),PH160202020
465,Robinsons Place Dasmariñas,Robinsons Land,14.3007091,120.9535413,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,CITY OF DASMARIÑAS,Sampaloc I,PH042106013
466,Robinsons Place Dumaguete,Robinsons Land,9.2983554,123.3038243,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,MANDAUE CITY,Subangdaku,PH072230022
467,Robinsons Place General Santos,Robinsons Malls,6.1211678,125.1906296,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),Lagao (1st & 3rd),PH126303011
468,Robinsons Place GenTrias,Robinsons Land,14.3965924,120.8649969,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,CITY OF GENERAL TRIAS,Tejero,PH042108029
469,Robinsons Place Iligan,Robinsons Land,8.2187635,124.2393664,,Wikipedia,Google Maps,16/02/2020,REGION X (NORTHERN MINDANAO),LANAO DEL NORTE,ILIGAN CITY,Palao,PH103504016
470,Robinsons Place Ilocos Norte,Robinsons Land,18.1798657,120.5926892,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),PANGASINAN,CALASIAO,San Miguel,PH015517022
471,Robinsons Place Iloilo,Robinsons Land,10.6942822,122.5655547,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),San Vicente,PH063022163
472,Robinsons Place Imus,Robinsons Land,14.412979,120.9417939,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,IMUS CITY,Tanzang Luma V,PH042109097
473,Robinsons Place Jaro,Robinsons Land,10.7208645,122.5582097,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,PAVIA,Ungka II,PH063036019
474,Robinsons Place Las Piñas,Robinsons Land,14.4427715,120.9990373,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF MALABON,Tinajeros,PH137502019
475,Robinsons Place Lipa,Robinsons Land,13.9437903,121.1507071,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),BATANGAS,LIPA CITY,Mataas Na Lupa,PH041014031
476,Robinsons Place Malolos,Robinsons Land,14.8506156,120.8238576,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,CITY OF MALOLOS (Capital),Sumapang Matanda,PH031410053
477,Robinsons Place Manila,Robinsons Land,14.5758315,120.9839636,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Wack-wack Greenhills,PH137401027
478,Robinsons Place Naga,Robinsons Land,13.6147014,123.1929419,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),CAMARINES SUR,NAGA CITY,Triangulo,PH051724032
479,Robinsons Place Ormoc,Robinsons Land,11.0253037,124.6051117,,Wikipedia,Google Maps,16/02/2020,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 77,PH083747108
480,Robinsons Place Palawan,Robinsons Land,9.7670357,118.7482247,,Wikipedia,Google Maps,16/02/2020,REGION IV-B (MIMAROPA),PALAWAN,PUERTO PRINCESA CITY (Capital),San Miguel,PH175316047
481,Robinsons Place Pangasinan,,16.0219811,120.3588191,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),PANGASINAN,SAN CARLOS CITY,Polo,PH015532072
482,Robinsons Place Pavia,Robinsons Land,10.753573,122.5399925,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),CAPIZ,ROXAS CITY (Capital),Lawa-an,PH061914033
483,Robinsons Place Roxas,Robinsons Land,11.5692721,122.7512499,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),San Rafael,PH063022160
484,Robinsons Place Santiago,Robinsons Land,16.6959762,121.5611281,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,CITY OF SANTIAGO,Mabini,PH023135019
485,Robinsons Place Tacloban,Robinsons Land,11.2074032,125.008057,,Wikipedia,Google Maps,16/02/2020,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (Capital),Barangay 91 (Abucay),PH083747124
