,ID,NAME,DEVELOPER,LAT,LONG,SOURCE_ID,SOURCE_NAME,SOURCE_GEOLOC,RECORD_DATE,REGION,PROVINCE,CITY,BRGY,PSGC,loc
549,629,SM City Bicutan,SM Prime Holdings,14.4868608,121.0441409,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Santa Lucia,PH137403030,14.4868608121.0441409
550,274,SM City Cabanatuan,SM Prime Holdings,15.466919099999998,120.95437849999999,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,CABANATUAN CITY,"Hermogenes C. Concepcion, Sr.",PH034903092,15.466919099999998120.95437849999999
551,466,SM City Cagayan de Oro,SM Prime Holdings,8.4558491,124.62340079999998,,Wikipedia,Google Maps,16/02/2020,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Lapasan,PH104305053,8.4558491124.62340079999998
552,191,SM City Calamba,SM Prime Holdings,14.203301699999999,121.1557385,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF CALAMBA,Real,PH043405049,14.203301699999999121.1557385
553,159,SM City Cauayan,SM Prime Holdings,16.9372479,121.76872900000001,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,CITY OF CAUAYAN,District II (Pob.),PH023108032,16.9372479121.76872900000001
554,358,SM City Cebu,SM Prime Holdings,10.281637599999998,123.88157720000001,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CONSOLACION,Lamac,PH072219007,10.281637599999998123.88157720000001
555,359,SM City Consolacion,SM Prime Holdings,10.380472,123.964477,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Mambaling,PH072217049,10.380472123.964477
556,173,SM City Dasmariñas,SM Prime Holdings,14.3009887,120.9564501,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,CITY OF DASMARIÑAS,Sampaloc I,PH042106013,14.3009887120.9564501
557,399,SM City Davao,SM Prime Holdings,7.049938099999999,125.58812890000002,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,San Antonio,PH112402192,7.049938099999999125.58812890000002
558,630,SM City East Ortigas,SM Prime Holdings,14.5873242,121.10463929999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",ERMITA,Barangay 659,PH133908001,14.5873242121.10463929999999
559,573,SM City Fairview,SM Prime Holdings,14.734160999999999,121.0594852,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Bagong Pag-asa,PH137404009,14.734160999999999121.0594852
560,488,SM City General Santos,SM Prime Holdings,6.1159635,125.1815646,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,Poblacion,PH126511013,6.1159635125.1815646
561,549,SM City Iloilo,SM Prime Holdings,10.7148485,122.55059320000001,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),Danao,PH063022042,10.7148485122.55059320000001
562,131,SM City Legazpi,SM Prime Holdings,13.143665700000001,123.74436000000001,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),ALBAY,LEGAZPI CITY (Capital),Bgy. 37 - Bitano (Pob.),PH050506035,13.143665700000001123.74436000000001
563,174,SM City Lipa,SM Prime Holdings,13.954305999999999,121.1633429,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),BATANGAS,LIPA CITY,Marauoy,PH041014030,13.954305999999999121.1633429
564,192,SM City Lucena,SM Prime Holdings,13.940265,121.6245004,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),QUEZON,LUCENA CITY (Capital),Ibabang Dupay,PH045624020,13.940265121.6245004
565,631,SM City Manila,SM Prime Holdings,14.589820600000001,120.98295520000002,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MARIKINA,Calumpang,PH137402002,14.589820600000001120.98295520000002
566,632,SM City Marikina,SM Prime Holdings,14.626123999999999,121.083956,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,San Bartolome,PH137404097,14.626123999999999121.083956
567,275,SM City Marilao,SM Prime Holdings,14.7545648,120.95633400000001,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,MARILAO,Ibayo,PH031411003,14.7545648120.95633400000001
568,175,SM City Masinag,SM Prime Holdings,14.625192499999999,121.12063140000001,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),RIZAL,CITY OF ANTIPOLO,Mayamot,PH045802004,14.625192499999999121.12063140000001
569,193,SM City Molino,SM Prime Holdings,14.383862699999998,120.9776368,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,BACOOR CITY,Molino IV,PH042103047,14.383862699999998120.9776368
570,133,SM City Naga,SM Prime Holdings,13.621132699999999,123.1903499,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),CAMARINES SUR,NAGA CITY,Triangulo,PH051724032,13.621132699999999123.1903499
571,574,SM City North EDSA,SM Prime Holdings,14.6566478,121.0314804,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076,14.6566478121.0314804
572,633,SM City Novaliches,SM Prime Holdings,14.708228,121.03739579999998,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA CRUZ,Barangay 350,PH133905052,14.708228121.03739579999998
573,276,SM City Olongapo,SM Prime Holdings,14.836956400000002,120.282577,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),ZAMBALES,OLONGAPO CITY,East Tapinac,PH037107006,14.836956400000002120.282577
574,279,SM City Pampanga,SM Prime Holdings,15.0527583,120.69881529999999,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),PAMPANGA,MEXICO,Masamat,PH035413017,15.0527583120.69881529999999
575,449,SM City Puerto Princesa,SM Prime Holdings,9.7435815,118.7395135,,Wikipedia,Google Maps,16/02/2020,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Barangay 24 (Pob.),PH104305020,9.7435815118.7395135
576,439,SM City Rosales,SM Prime Holdings,15.8793486,120.60245719999999,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),PANGASINAN,CITY OF URDANETA,Nancayasan,PH015546027,15.8793486120.60245719999999
577,194,SM City Rosario,SM Prime Holdings,14.4092034,120.8573087,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,ROSARIO,Tejeros Convention,PH042117010,14.4092034120.8573087
578,280,SM City San Fernando Downtown,SM Prime Holdings,15.027756699999998,120.69244350000001,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),PAMPANGA,CITY OF SAN FERNANDO (Capital),Santo Rosario (Pob.),PH035416021,15.027756699999998120.69244350000001
579,277,SM City San Jose del Monte,SM Prime Holdings,14.7863112,121.0754074,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,CITY OF SAN JOSE DEL MONTE,Tungkong Mangga,PH031420011,14.7863112121.0754074
580,634,SM City San Lazaro,SM Prime Holdings,14.6185596,120.9860535,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Doña Imelda,PH137404031,14.6185596120.9860535
581,195,SM City San Pablo,SM Prime Holdings,14.0713979,121.3014135,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,SAN PABLO CITY,San Rafael,PH043424063,14.0713979121.3014135
582,176,SM City Santa Rosa,SM Prime Holdings,14.312760699999998,121.0979554,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,Tagapo,PH043428023,14.312760699999998121.0979554
583,132,SM City Sorsogon,SM Prime Holdings,12.9767507,124.0186473,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),SORSOGON,CITY OF SORSOGON (Capital),Balogo (Sorsogon East District),PH056216003,12.9767507124.0186473
584,635,SM City Sta. Mesa,SM Prime Holdings,14.6043613,121.018829,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,San Dionisio,PH137604004,14.6043613121.018829
585,636,SM City Sucat,SM Prime Holdings,14.483363500000001,120.9935582,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF VALENZUELA,Karuhatan,PH137504008,14.483363500000001120.9935582
586,278,SM City Tarlac,SM Prime Holdings,15.4770107,120.59445890000002,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),TARLAC,CITY OF TARLAC (Capital),San Roque,PH036916073,15.4770107120.59445890000002
587,177,SM City Taytay,SM Prime Holdings,14.5650706,121.13990449999999,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),RIZAL,TAYTAY,Dolores (Pob.),PH045813001,14.5650706121.13990449999999
588,281,SM City Telabastagan,SM Prime Holdings,15.1215049,120.60126640000001,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),PAMPANGA,CITY OF SAN FERNANDO (Capital),Telabastagan,PH035416037,15.1215049120.60126640000001
589,178,SM City Trece Martires,SM Prime Holdings,14.282067699999999,120.8657955,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,TRECE MARTIRES CITY (Capital),San Agustin (Pob.),PH042122006,14.282067699999999120.8657955
590,157,SM City Tuguegarao,SM Prime Holdings,17.612725100000002,121.72356459999999,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),CAGAYAN,TUGUEGARAO CITY (Capital),Ugac Sur,PH021529052,17.612725100000002121.72356459999999
591,440,SM City Urdaneta Central,SM Prime Holdings,15.970942,120.57242120000001,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),PANGASINAN,DAGUPAN CITY,Herrero,PH015518013,15.970942120.57242120000001
592,637,SM City Valenzuela,SM Prime Holdings,14.685758400000001,120.9770462,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,Alabang,PH137603001,14.685758400000001120.9770462
593,550,SM Delgado,SM Prime Holdings,10.6985776,122.56731979999999,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),Abeto Mirasol Taft South (Quirino Abeto),PH063022178,10.6985776122.56731979999999
594,400,SM Lanang Premier,SM Prime Holdings,7.098942,125.6310439,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Ma-a,PH112402061,7.098942125.6310439
595,575,SM Mall of Asia,SM Prime Holdings,14.534983800000003,120.9826825,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Wack-wack Greenhills,PH137401027,14.534983800000003120.9826825
596,282,SM Megacenter Cabanatuan,SM Prime Holdings,15.487941699999999,120.96776709999999,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,CABANATUAN CITY,San Roque Norte,PH034903074,15.487941699999999120.96776709999999
597,576,SM Megamall,SM Prime Holdings,14.5851052,121.0569621,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIÑAS,Almanza Uno,PH137601001,14.5851052121.0569621
598,413,SM Savemore Tacloban,SMPH,11.2472344,125.0011808,,Wikipedia,Google Maps,16/02/2020,REGION VIII (EASTERN VISAYAS),LEYTE,ORMOC CITY,Barangay 24 (Pob.),PH083738037,11.2472344125.0011808
599,577,SM Southmall,SM Prime Holdings,14.4332285,121.01079070000002,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Bagong Pag-asa,PH137404009,14.4332285121.01079070000002
600,89,South Seas Mall,,7.222875500000001,124.24927579999999,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),COTABATO CITY,Poblacion V,PH129804015,7.222875500000001124.24927579999999
601,638,South Station,Filinvest Land,14.4225731,121.0379884,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF MALABON,Tañong (Pob.),PH137502018,14.4225731121.0379884
602,356,South Town Centre,,10.2670841,123.8429336,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Wack-wack Greenhills,PH137401027,10.2670841123.8429336
603,228,Southwoods Mall,Megaworld,14.3313062,121.0505038,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF BIÑAN,San Francisco (Halang),PH043403008,14.3313062121.0505038
604,750,Spark Place,,14.6181508,121.0564935,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Santa Teresita,PH137404107,14.6181508121.0564935
605,2,SR MALL,,6.9630231,122.1315838,ChIJ4aYKXHZDUDIRBOcsnyeNLyE,Google Maps,Google Maps,05/02/2020,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,Pasobolong,PH097332102,6.9630231122.1315838
606,781,St. Francis Square Mall,,14.585161800000002,121.05827020000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Ugong,PH137403029,14.585161800000002121.05827020000001
607,170,Sta. Lucia East Grand Mall,Sta. Lucia Realty & Development Inc.,14.6195574,121.10136299999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Dela Paz,PH137403006,14.6195574121.10136299999999
608,639,Star J Mall,,14.657133300000002,120.951831,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,Alabang,PH137603001,14.657133300000002120.951831
609,640,Starmall Alabang,,14.416748000000002,121.04681399999998,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Wack-wack Greenhills,PH137401027,14.416748000000002121.04681399999998
610,357,Starmall Azienda,Vista Land & Lifescapes,14.5828443,121.05396340000001,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Mambaling,PH072217049,14.5828443121.05396340000001
611,641,Starmall EDSA Shaw,Vista Land,14.58327,121.05359109999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",TAGUIG CITY,Western Bicutan,PH137607018,14.58327121.05359109999999
612,284,Starmall San Jose del Monte,Vista Land & Lifescapes,14.8133,121.072382,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,CITY OF SAN JOSE DEL MONTE,Santo Cristo,PH031420009,14.8133121.072382
613,84,Stern Mall,,17.18357166,120.444657,162064647,OpenStreetMap,OpenStreetMap,02/05/2020,REGION I (ILOCOS REGION),ILOCOS SUR,CITY OF CANDON,San Nicolas,PH012906040,17.18357166120.444657
614,751,Sun Mall,,14.617966899999999,121.0011533,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",QUIAPO,Barangay 308,PH133903017,14.617966899999999121.0011533
615,402,Sunscor Grocerama,Sunscor Realty Corp.,7.0146369,125.497824,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Barangay 20-B (Pob.),PH112402153,7.0146369125.497824
616,721,Sunshine Boulevard Plaza,,14.637471,121.02791059999998,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Ugong Norte,PH137404126,14.637471121.02791059999998
617,54,Sunshine Mall Taguig,,14.60329,121.0071,608wdw51-8ad3ff09774647039e2a6f66c111fd53,Here WeGo,Here WeGo,05/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SAMPALOC,Barangay 570,PH133906176,14.60329121.0071
618,642,Sunshine Plaza Mall,,14.506140300000002,121.0410952,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 893,PH133914086,14.506140300000002121.0410952
619,752,Sunsonic Electronics Plaza,,14.6015702,120.98436090000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Bagumbayan,PH137404011,14.6015702120.98436090000001
620,17,Sunstar Mall,,14.25582879,121.3920992,118116744,OpenStreetMap,OpenStreetMap,02/05/2020,REGION IV-A (CALABARZON),LAGUNA,SANTA CRUZ (Capital),Gatid,PH043426006,14.25582879121.3920992
621,91,Superama Hypermart,Tan Abing,7.2003281,124.23818440000001,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),COTABATO CITY,Rosary Heights X,PH129804029,7.2003281124.23818440000001
622,135,Tabaco CityMall,,13.3574897,123.73057069999999,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),ALBAY,CITY OF TABACO,Divino Rostro (Pob.),PH050517018,13.3574897123.73057069999999
623,489,Tacurong Fitmart Supermarket,,6.6877878,124.6783668,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,Poblacion,PH126511013,6.6877878124.6783668
624,490,Tacurong Kimsan Plaza,,6.6887115999999995,124.6746969,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),Lagao (1st & 3rd),PH126303011,6.6887115999999995124.6746969
625,361,Tagbilaran City Square,,9.6423502,123.8562906,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Camputhaw (Pob.),PH072217036,9.6423502123.8562906
626,160,Talavera Square Mall,,16.9396549,121.7671394,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,CITY OF CAUAYAN,San Fermin,PH023108059,16.9396549121.7671394
627,36,Tanay Town Center,,14.49519488,121.2917496,213139766,OpenStreetMap,OpenStreetMap,02/05/2020,REGION IV-A (CALABARZON),RIZAL,TANAY,Plaza Aldea (Pob.),PH045812011,14.49519488121.2917496
628,753,Techno Plaza 2,,14.6106397,121.0808929,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Highway Hills,PH137401013,14.6106397121.0808929
629,552,The Atrium,,14.5534844,120.9967686,,Wikipedia,Google Maps,16/02/2020,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,CITY OF TALISAY,Zone 15 (Pob.),PH184528032,14.5534844120.9967686
630,722,The Clubhouse at Temple Drive,,14.599925299999999,121.0693531,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Post Proper Northside,PH137602021,14.599925299999999121.0693531
631,196,The District Dasmariñas,Ayala Land,14.360083,120.98204299999999,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,BACOOR CITY,Molino IV,PH042103047,14.360083120.98204299999999
632,197,The District Imus,Ayala Land,14.406422099999999,120.9405057,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,IMUS CITY,Anabu I-A,PH042109003,14.406422099999999120.9405057
633,553,The District North Point,Ayala Land,10.7218133,122.96207120000001,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),Danao,PH063022042,10.7218133122.96207120000001
634,755,The Enterprise Center,,14.5560584,121.0211415,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,Tambo,PH137604006,14.5560584121.0211415
635,723,The Fort Strip,,14.5495981,121.04864950000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Highway Hills,PH137401013,14.5495981121.04864950000001
636,683,The Grove by Rockwell Retail Row,Lopez Holdings[30],14.5863718,121.0798701,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIÑAS,Almanza Uno,PH137601001,14.5863718121.0798701
637,724,The Hub at Greenfield District,,14.578780499999999,121.0546777,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Highway Hills,PH137401013,14.578780499999999121.0546777
638,643,The Marketplace Mall,,14.591900699999998,121.0253419,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",TONDO I / II,"Tutuban Mall (Claimed by Five Barangays of Tondo, Manila)",,14.591900699999998121.0253419
639,754,The One Grand Center,,14.580890900000002,121.05281409999998,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,San Lorenzo,PH137602025,14.580890900000002121.05281409999998
640,761,The Podium,,14.5852465,121.059334,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Bel-Air,PH137602002,14.5852465121.059334
641,725,The Portal at Greenfield District,,14.5787596,121.05366570000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Post Proper Northside,PH137602021,14.5787596121.05366570000001
642,756,The Shoppes at Solaire Resort & Casino,,14.523519,120.98093440000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,San Lorenzo,PH137602025,14.523519120.98093440000001
643,554,The Shops at Amigo,,10.697958300000002,122.56857190000001,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),San Rafael,PH063022160,10.697958300000002122.56857190000001
644,555,The Shops at Atria,Ayala Land,10.7067751,122.54868689999999,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),CAPIZ,ROXAS CITY (Capital),Poblacion VIII (Barangay VIII),PH061914015,10.7067751122.54868689999999
645,757,The Shops at Ayala North Exchange,,14.559911300000001,121.01585870000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,Tambo,PH137604006,14.559911300000001121.01585870000001
646,758,The Shops at Okada Manila,,14.5157125,120.9813095,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076,14.5157125120.9813095
647,684,The Village Square Alabang,Megaworld Corporation,14.4288399,121.0206082,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",TAGUIG CITY,Pinagsama,PH137607025,14.4288399121.0206082
648,762,Three Central,,14.5600342,121.0178003,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",ERMITA,Barangay 666,PH133908008,14.5600342121.0178003
649,782,Tiendesitas,,14.5860655,121.0779872,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",TONDO I / II,"Tutuban Mall (Claimed by Five Barangays of Tondo, Manila)",,14.5860655121.0779872
650,763,Times Plaza Mall,,14.582450099999999,120.9841616,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Post Proper Northside,PH137602021,14.582450099999999120.9841616
651,24,Tram Plaza,,14.29764868,121.10785770000001,553872508,OpenStreetMap,OpenStreetMap,02/05/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,Balibago,PH043428002,14.29764868121.10785770000001
652,578,TriNoma,Ayala Land,14.6536606,121.03375679999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,U.P. Campus,PH137404124,14.6536606121.03375679999999
653,685,Tuscany at McKinley Hill,Megaworld Corporation[32],14.537939199999999,121.05190929999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Post Proper Northside,PH137602021,14.537939199999999121.05190929999999
654,644,Tutuban Center (Centermall Building),"Prime Orion Philippines, Inc.; Ayala Property Management Corp.",14.608734900000002,120.9730733,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SAMPALOC,Barangay 634,PH133906241,14.608734900000002120.9730733
655,783,Tutuban Center (Prime Block Building),,14.6068169,120.97295849999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 79,PH137605079,14.6068169120.97295849999999
656,71,Twins Plaza,,14.8584,120.81091,608httek-28aebd29262e062cda1649ff1f9d8580,Here WeGo,Here WeGo,05/02/2020,REGION III (CENTRAL LUZON),BULACAN,CITY OF MALOLOS (Capital),Bulihan,PH031410012,14.8584120.81091
