,ID,NAME,DEVELOPER,LAT,LONG,SOURCE_ID,SOURCE_NAME,SOURCE_GEOLOC,RECORD_DATE,REGION,PROVINCE,CITY,BRGY,PSGC,loc
328,119,LCC Market Plus Pio Duran,,13.0327281,123.4462915,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),ALBAY,PIO DURAN,Banawan (Binawan),PH050513005,13.0327281123.4462915
329,111,LCC Pili,,13.555275400000001,123.2746646,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),CAMARINES SUR,PILI (Capital),Old San Roque (Pob.),PH051728012,13.555275400000001123.2746646
330,6,Lee Plaza,,9.307862945,123.30712279999999,173874021,OpenStreetMap,OpenStreetMap,02/05/2020,NEGROS ISLAND REGION (NIR),NEGROS ORIENTAL,DUMAGUETE CITY (Capital),Poblacion No. 3 (Barangay 3),PH184610021,9.307862945123.30712279999999
331,369,Leonard Wood Terraces,,16.4121973,120.60550420000001,,Wikipedia,Google Maps,16/02/2020,CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,BAGUIO CITY,Kabayanihan,PH141102142,16.4121973120.60550420000001
332,703,Liberty Center,,14.560610699999998,121.02558119999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF SAN JUAN,Greenhills,PH137405021,14.560610699999998121.02558119999999
333,737,Light Mall,,14.5737919,121.04893270000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,South Triangle,PH137404116,14.5737919121.04893270000001
334,462,Limketkai Center,Limketkai Sons Inc.,8.4816761,124.65592050000001,,Wikipedia,Google Maps,16/02/2020,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Barangay 25 (Pob.),PH104305076,8.4816761124.65592050000001
335,530,Limman's Center,,10.6679153,122.9451946,,Wikipedia,Google Maps,16/02/2020,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Barangay 12 (Pob.),PH184501007,10.6679153122.9451946
336,32,Lokal Mall,,14.42939854,120.89409850000001,306853840,OpenStreetMap,OpenStreetMap,02/05/2020,REGION IV-A (CALABARZON),CAVITE,KAWIT,Magdalo (Putol),PH042111007,14.42939854120.89409850000001
337,531,Lopue's Araneta,,10.6679273,122.94591979999998,,Wikipedia,Google Maps,16/02/2020,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Villamonte,PH184501059,10.6679273122.94591979999998
338,532,Lopue's East Centre,,10.6638402,122.9669562,,Wikipedia,Google Maps,16/02/2020,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Mandalagan,PH184501050,10.6638402122.9669562
339,533,Lopue's Mandalagan,,10.6965425,122.96067479999999,,Wikipedia,Google Maps,16/02/2020,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Alijis,PH184501002,10.6965425122.96067479999999
340,534,Lopue's Panaad,,10.6324676,122.9626382,,Wikipedia,Google Maps,16/02/2020,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Barangay 14 (Pob.),PH184501009,10.6324676122.9626382
341,535,Lopue's San Sebastian,,10.666127900000001,122.94420690000001,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),Edganzon,PH063022054,10.666127900000001122.94420690000001
342,679,Lucky Chinatown,Megaworld Corporation,14.603452800000001,120.97395470000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 183,PH137605183,14.603452800000001120.97395470000001
343,606,Lucky Gold Plaza / LG Plaza,,14.590540099999998,121.09456019999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Pio Del Pilar,PH137602018,14.590540099999998121.09456019999999
344,768,Luxe Duty Free,,14.5380294,120.98329679999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",BINONDO,Barangay 293,PH133902007,14.5380294120.98329679999999
345,738,M Place Mall South Triangle,,14.639396300000001,121.032587,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Doña Imelda,PH137404031,14.639396300000001121.032587
346,704,Madison Square Greenhills,,14.604854099999999,121.0426946,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIÑAS,Talon Uno,PH137601008,14.604854099999999121.0426946
347,705,Madison Square Las Piñas,,14.443573,120.99580300000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Buayang Bato,PH137401008,14.443573120.99580300000001
348,706,Madison Square Pioneer,,14.570757,121.0510801,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",ERMITA,Barangay 666,PH133908008,14.570757121.0510801
349,431,Magic CenterPoint Dagupan,,16.042974700000002,120.33553300000001,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),LA UNION,CITY OF SAN FERNANDO (Capital),Pagdaraoan,PH013314041,16.042974700000002120.33553300000001
350,255,Magic Mall Malasin San Jose City,Magic Group of Companies,15.7956149,120.99326140000001,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,SAN JOSE CITY,Ferdinand E. Marcos Pob. (District II),PH034926020,15.7956149120.99326140000001
351,256,Magic Mall Rizal San Jose City,Magic Group of Companies,15.792167999999998,120.991801,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,SAN JOSE CITY,Ferdinand E. Marcos Pob. (District II),PH034926020,15.792167999999998120.991801
352,429,Magic Mall San Carlos,,15.9323857,120.34569840000002,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),PANGASINAN,CITY OF URDANETA,Poblacion,PH015546032,15.9323857120.34569840000002
353,430,Magic Mall Urdaneta,,15.975344699999999,120.56802739999999,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),PANGASINAN,DAGUPAN CITY,Barangay IV (Zamora),PH015518004,15.975344699999999120.56802739999999
354,258,Magic Star Mall Paniqui,SMCT Realty & Holdings Co. Inc.,15.6697445,120.58176329999999,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),TARLAC,PANIQUI,Poblacion Norte,PH036910024,15.6697445120.58176329999999
355,257,Magic Star Mall Tarlac,SMCT Realty & Holdings Co. Inc.,15.4866598,120.5876514,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),TARLAC,CITY OF TARLAC (Capital),Cut-cut I,PH036916029,15.4866598120.5876514
356,607,Makati Square,,14.5523286,121.0146088,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF MALABON,Longos,PH137502010,14.5523286121.0146088
357,608,Malabon Citisquare,,14.657817000000001,120.961,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076,14.657817000000001120.961
358,142,Mall of the Valley,,14.575069500000001,120.98377269999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",ERMITA,Barangay 669,PH133908011,14.575069500000001120.98377269999999
359,33,MANA TOWN CENTER,,14.440992000000001,120.9037639,ChIJQVoZJ43TlzMRJSSl_fQeYJY,Google Maps,Google Maps,05/02/2020,REGION IV-A (CALABARZON),CAVITE,KAWIT,Tabon I,PH042111010,14.440992000000001120.9037639
360,707,Manila Ocean Park Mall,,14.579469,120.972894,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Ugong,PH137403029,14.579469120.972894
361,432,Manna Mall,,16.626747400000003,120.31931599999999,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),PANGASINAN,DAGUPAN CITY,Pantal,PH015518022,16.626747400000003120.31931599999999
362,344,Marina Mall,,10.327655900000002,123.9840794,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),QUEZON,LUCENA CITY (Capital),Barangay 3 (Pob.),PH045624006,10.327655900000002123.9840794
363,259,Market City Tarlac,,15.490778599999999,120.58918359999998,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),TARLAC,CITY OF TARLAC (Capital),Mabini,PH036916046,15.490778599999999120.58918359999998
364,567,Market! Market!,Ayala Land,14.549131400000002,121.0558947,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Poblacion,PH137602020,14.549131400000002121.0558947
365,79,Marquee Mall,,15.162354,120.60869699999999,608d408k-bcabe5cb71d604928be748d3bb528143,Here WeGo,Here WeGo,05/02/2020,REGION III (CENTRAL LUZON),PAMPANGA,ANGELES CITY,Pulung Maragul,PH035401019,15.162354120.60869699999999
366,536,Marymart Center,,10.697461,122.5680664,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),San Rafael,PH063022160,10.697461122.5680664
367,485,MC Square Mall,,14.6774117,121.0318923,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,Poblacion,PH126511013,14.6774117121.0318923
368,609,Met Live,Federal Land,14.536674800000002,120.9882598,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Novaliches Proper,PH137404070,14.536674800000002120.9882598
369,68,Metroplaza Mall,,14.768837,121.08077779999999,ChIJtz3XbballzMRWFbHhgHHzus,Google Maps,Google Maps,05/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CALOOCAN CITY,Barangay 185,PH137501185,14.768837121.08077779999999
370,708,Metrowalk,,14.587188099999999,121.0647437,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,New Alabang Village,PH137603009,14.587188099999999121.0647437
371,739,Mezza Strip,,14.6065636,121.0186233,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076,14.6065636121.0186233
372,22,Mini Divisoria Mall (DiviMall),,14.2839876,120.99914840000002,ChIJZx1kygTWlzMRRcojfheJ75g,Google Maps,Google Maps,05/02/2020,REGION IV-A (CALABARZON),CAVITE,GEN. MARIANO ALVAREZ,Gavino Maderan,PH042123013,14.2839876120.99914840000002
373,789,Mitsukoshi Mall,,14.5577212,121.05268600000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076,14.5577212121.05268600000001
374,709,Molito,,14.425166399999998,121.02704640000002,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Post Proper Northside,PH137602021,14.425166399999998121.02704640000002
375,260,My Metro Town Mall Tarlac,,15.487465900000002,120.5970027,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),TARLAC,CITY OF TARLAC (Capital),Santo Cristo,PH036916078,15.487465900000002120.5970027
376,85,Narvacan Mall,,17.42668921,120.4741874,149357877,OpenStreetMap,OpenStreetMap,02/05/2020,REGION I (ILOCOS REGION),ILOCOS SUR,NARVACAN,Margaay,PH012914017,17.42668921120.4741874
377,393,NCCC Main Uyanguren,New City Commercial Corp.,7.074722200000001,125.62166670000002,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Buhangin (Pob.),PH112402021,7.074722200000001125.62166670000002
378,392,NCCC Mall Buhangin,New City Commercial Corp.,7.1105424,125.611814,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Barangay 27-C (Pob.),PH112402160,7.1105424125.611814
379,446,NCCC Mall Puerto Princesa,New City Commercial Corp.,9.739001199999999,118.7415314,,Wikipedia,Google Maps,16/02/2020,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,CITY OF CALAPAN (Capital),Lumang Bayan,PH175205031,9.739001199999999118.7415314
380,396,NCCC Mall Tagum,New City Commercial Corp.,7.4513235,125.81354979999999,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Buhangin (Pob.),PH112402021,7.4513235125.81354979999999
381,261,NE Mall,NE Group of Companies,15.460788899999999,120.9482531,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,CABANATUAN CITY,"Hermogenes C. Concepcion, Sr.",PH034903092,15.460788899999999120.9482531
382,262,NE Pacific Mall,NE Group of Companies and Landco Pacific Corp.,15.460453,120.948631,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,CABANATUAN CITY,"Hermogenes C. Concepcion, Sr.",PH034903092,15.460453120.948631
383,263,NE Super Bodega,Cosco Capital,15.466994699999999,120.962356,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,CABANATUAN CITY,San Juan Pob. (Acofa),PH034903073,15.466994699999999120.962356
384,433,Nepo Mall Dagupan,,16.0510777,120.3419415,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),PANGASINAN,DAGUPAN CITY,Mayombo,PH015518021,16.0510777120.3419415
386,680,Newport Mall,Megaworld Corporation[29],14.519190300000002,121.019823,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Kaunlaran,PH137404050,14.519190300000002121.019823
387,225,NOMO - A Vista Lifestyle Center,Vista Land & Lifescapes,14.435868300000003,120.9691226,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,BACOOR CITY,Bayanan,PH042103004,14.435868300000003120.9691226
388,148,Northstar Mall,Northstar Resources Inc.,17.098323999999998,121.85453000000001,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,ILAGAN CITY (Capital),Alibagu,PH023114003,17.098323999999998121.85453000000001
390,610,Novaliches Plaza Mall,,14.721352800000002,121.0401963,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF VALENZUELA,Gen. T. De Leon,PH137504011,14.721352800000002121.0401963
391,145,Novo Mall,Royal Novo Greenland Realty Corp.,14.547469,120.997445,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 40,PH137605040,14.547469120.997445
392,3,NVM Mall,,7.904893252000001,125.0922321,171339357,OpenStreetMap,OpenStreetMap,02/05/2020,REGION X (NORTHERN MINDANAO),BUKIDNON,CITY OF VALENCIA,Poblacion,PH101321024,7.904893252000001125.0922321
393,10,Ocean Palace Mall,,13.932284,121.61223899999999,608wdqrr-2d98998fccc347ea89067a2ed2cd2593,Here WeGo,Here WeGo,05/02/2020,REGION IV-A (CALABARZON),QUEZON,LUCENA CITY (Capital),Barangay 7 (Pob.),PH045624010,13.932284121.61223899999999
394,778,Odeon Terminal Mall,,14.603927800000003,120.9823443,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",QUIAPO,Barangay 307,PH133903016,14.603927800000003120.9823443
395,182,Olivarez Plaza Los Baños,,14.1791432,121.23906709999999,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,LOS BAÑOS,Batong Malake,PH043411004,14.1791432121.23906709999999
396,611,One Mall Valenzuela,,14.6873259,121.0001051,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,Tambo,PH137604006,14.6873259121.0001051
397,45,One Mercedes Plaza,,14.56810468,121.0855818,195680969,OpenStreetMap,OpenStreetMap,02/05/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,San Miguel,PH137403022,14.56810468121.0855818
398,710,One Parkade,,14.550041,121.0498172,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Magallanes,PH137602013,14.550041121.0498172
399,8,One Pavillion,,10.3152131,123.884377,ChIJqek83LSeqTMRQN6JSZ0WAhg,Google Maps,Google Maps,05/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Guadalupe,PH072217029,10.3152131123.884377
400,740,OneE-com Plaza,,14.5381691,120.9816237,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Bel-Air,PH137602002,14.5381691120.9816237
401,473,Ororama Supercenter Carmen,Ororama Supercenters Inc.,8.4774523,124.64863590000002,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),TARLAC,CITY OF TARLAC (Capital),Mabini,PH036916046,8.4774523124.64863590000002
402,345,Pacific Mall,,13.9375557,121.60954779999999,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,MANDAUE CITY,Tipolo,PH072230026,13.9375557121.60954779999999
403,127,Pacific Mall Legazpi,Landco Development Corp.,13.145475199999998,123.7490211,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),ALBAY,LEGAZPI CITY (Capital),Bgy. 36 - Kapantawan (Pob.),PH050506028,13.145475199999998123.7490211
404,346,Parkmall,,10.3252044,123.9346222,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,LAPU-LAPU CITY (OPON),Mactan,PH072226015,10.3252044123.9346222
405,21,Parkson City,,14.28186267,120.86818570000001,267448203,OpenStreetMap,OpenStreetMap,02/05/2020,REGION IV-A (CALABARZON),CAVITE,TRECE MARTIRES CITY (Capital),San Agustin (Pob.),PH042122006,14.28186267120.86818570000001
406,30,Parkson Mall,,14.4148122,120.8561606,ChIJO1tet_4tljMRwEMureUBjNI,Google Maps,Google Maps,05/02/2020,REGION IV-A (CALABARZON),CAVITE,ROSARIO,Poblacion,PH042117008,14.4148122120.8561606
407,741,Paseo Center,,14.557480599999998,121.0228437,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076,14.557480599999998121.0228437
408,711,Paseo de Magallanes,,14.536021,121.018593,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Highway Hills,PH137401013,14.536021121.018593
409,231,Paseo de Sta. Rosa,Greenfield Estates,14.2476198,121.06380859999999,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,Don Jose,PH043428006,14.2476198121.06380859999999
410,183,Pavilion Mall,Ayala Land (operator),14.579430100000002,121.05280819999999,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Highway Hills,PH137401013,14.579430100000002121.05280819999999
411,713,Pearl Drive Commercial Center,,14.705998000000001,121.072695,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Kapitolyo,PH137403009,14.705998000000001121.072695
412,612,Pearl Plaza,,14.5212994,120.99728390000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MARIKINA,Barangka,PH137402001,14.5212994120.99728390000001
413,714,Pioneer Center,,14.5736715,121.0580547,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 183,PH137605183,14.5736715121.0580547
414,715,Plaza 66,,14.5234785,121.0141451,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Forbes Park,PH137602008,14.5234785121.0141451
415,86,Plaza Maestro,,17.57433528,120.3879929,149320129,OpenStreetMap,OpenStreetMap,02/05/2020,REGION I (ILOCOS REGION),ILOCOS SUR,CITY OF VIGAN (Capital),Barangay I (Pob.),PH012934003,17.57433528120.3879929
416,347,Plaza Magellan,Megaworld Corporation,10.3105856,124.014848,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),BOHOL,TAGBILARAN CITY (Capital),Cogon,PH071242004,10.3105856124.014848
417,348,Plaza Marcela,Alturas Supermarket Corp.,9.6514899,123.85188600000001,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),BOHOL,GUINDULMAN,Tabajan (Pob.),PH071223019,9.6514899123.85188600000001
418,779,Plaza Miranda Mall,,14.5982578,120.9836893,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF SAN JUAN,Greenhills,PH137405021,14.5982578120.9836893
419,537,Plazuela de Iloilo,The Florete Land Inc.,10.712079,122.5510669,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,PAVIA,Purok II (Pob.),PH063036006,10.712079122.5510669
420,538,Plazuela Tres Pavia,The Florete Land Inc.,10.775499,122.54072959999999,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),RIZAL,CAINTA,San Juan,PH045805016,10.775499122.54072959999999
421,370,Porta Vaga Mall,"Found near the Baguio Cathedral. Also divided into segments, like main mall, Session Road shops and Antipolo Building.",16.4119371,120.5984811,,Wikipedia,Google Maps,16/02/2020,CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,LA TRINIDAD (Capital),Balili,PH141110005,16.4119371120.5984811
422,23,Portal Mall - GMA,,14.294827100000001,121.0064361,ChIJRxmYjBTWlzMRAlfR5WBd1oM,Google Maps,Google Maps,05/02/2020,REGION IV-A (CALABARZON),CAVITE,GEN. MARIANO ALVAREZ,Barangay 1 Poblacion (Area I),PH042123002,14.294827100000001121.0064361
423,568,Power Plant Mall,Lopez Holdings,14.5649154,121.0361977,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Ugong Norte,PH137404126,14.5649154121.0361977
424,539,Primark Town Center - Pontevedra,,14.5823758,121.12946229999999,,Wikipedia,Google Maps,16/02/2020,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Singcang-Airport,PH184501055,14.5823758121.12946229999999
425,435,Primark Town Center Aringay,Primark Philippine Properties,16.398063399999998,120.3559906,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),ILOCOS NORTE,SAN NICOLAS,San Francisco (Pob.),PH012820001,16.398063399999998120.3559906
426,152,Primark Town Center Bambang,Primark Philippine Properties,16.3883407,121.10736509999998,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,BAMBANG,Calaocan (Pob.),PH025004010,16.3883407121.10736509999998
427,264,Primark Town Center Cabiao,Primark Philippine Properties,15.2503629,120.85874299999999,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,CABIAO,San Juan North (Pob.),PH034904016,15.2503629120.85874299999999
428,423,Primark Town Center Caibaan,LKY Group,11.215928100000001,124.99640600000001,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),PANGASINAN,CITY OF URDANETA,Nancayasan,PH015546027,11.215928100000001124.99640600000001
429,150,Primark Town Center Cauayan,Primark Philippine Properties,16.940595499999997,121.7685976,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,CITY OF CAUAYAN,San Fermin,PH023108059,16.940595499999997121.7685976
430,153,Primark Town Center Cordon,Primark Philippine Properties,16.6744666,121.46695430000001,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,CORDON,Roxas Pob. (Centro Sur),PH023109015,16.6744666121.46695430000001
431,151,Primark Town Center Echague,Primark Philippine Properties,16.6970078,121.57612730000001,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,CITY OF SANTIAGO,Batal,PH023135006,16.6970078121.57612730000001
432,267,Primark Town Center Gerona,Primark Philippine Properties,15.6075837,120.60022830000001,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),TARLAC,GERONA,Poblacion 3,PH036906031,15.6075837120.60022830000001
433,266,Primark Town Center Plaridel,Primark Philippine Properties,14.8904233,120.8668355,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,PLARIDEL,Banga I,PH031417003,14.8904233120.8668355
434,128,Primark Town Center Sorsogon,,12.9703379,124.00672229999999,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),SORSOGON,CITY OF SORSOGON (Capital),Sampaloc (Pob.),PH056216030,12.9703379124.00672229999999
435,486,Primark Town Center Tacurong,Primark Philippine Properties,6.6893087,124.6761091,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),Lagao (1st & 3rd),PH126303011,6.6893087124.6761091
436,149,Primark Town Center Tuguegarao,Primark Philippine Properties,17.612385800000002,121.7296207,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),CAGAYAN,TUGUEGARAO CITY (Capital),Centro 6 (Pob.),PH021529008,17.612385800000002121.7296207
437,265,Primark Village Center San Jose del Monte,Primark Philippine Properties,14.8479907,121.0485378,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,CITY OF SAN JOSE DEL MONTE,Fatima,PH031420015,14.8479907121.0485378
438,241,Prince Town,,14.757674,121.02370330000001,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CALOOCAN CITY,Barangay 171,PH137501171,14.757674121.02370330000001
